keyword,theorist,concept_purpose,paper_title,paper_authors,journal,volume_issue,year,paper_url,paper_argument,access
operational aesthetics / sensor-milieu,Sebastian Scholz (building on Harun Farocki's operational images and Gilbert Simondon's milieu),"Names how sensing media operate within dense, entangled environments ('au milieu') where operation and exchange preclude fixed identities, requiring analytic cuts to render mediating processes sensuously perceptible.",On mediating environments: Sensor-milieus and operational aesthetics,Sebastian Scholz,NECSUS: European Journal of Media Studies,Spring 2026,2026,https://necsus-ejms.org/on-mediating-environments-sensor-milieus-and-operational-aesthetics/,Argues environmental sensor media constitute 'sensor-milieus' whose operational aesthetics must be interrupted and translated to be understood; analysis must begin in the midst of entangled processes rather than from stabilised objects or subjects.,OA
phenomenology of perception / embodiment,Maurice Merleau-Ponty,"Grounds perception in the lived, embodied body rather than a disembodied eye, holding that spatial representation is never neutral but produced through an embodied perceptual apparatus.",Getting 'up close…at a safe distance': Transparency and opacity in the weaves of VR,Jenny Andrine Madsen Evang,NECSUS: European Journal of Media Studies,Spring 2026,2026,https://necsus-ejms.org/getting-up-close-at-a-safe-distance-transparency-and-opacity-in-the-weaves-of-vr/,Argues VR's hyperreal 3D spheres are not neutral spaces but are produced through the phenomenological apparatus of Western Man and colonial cartographic techniques; weaves of transparency and opacity in VR works are read as critiques of that spatial regime.,OA
visuality / the right to look,Nicholas Mirzoeff,"A history and theory of 'visuality' as the authority of the visual field used to police and naturalise power, against which Mirzoeff posits a counter-'right to look'.",Notes on visuality and the Policing Complex,Heath Schultz,Jump Cut: A Review of Contemporary Media,"No. 62, Winter 2023-2024",2024,https://www.ejumpcut.org/archive/JC62.2024/,"Theorises post-Ferguson policing technologies as a 'Policing Complex,' a concept derived from Mirzoeff's history and theory of visuality, to show how surveillance imagery sustains the authority of the police state.",OA
Third Cinema / popular memory,Teshome Gabriel (extending Fernando Solanas and Octavio Getino),"Third Cinema theorises a militant, anti-colonial cinema aligned with popular memory against 'official history,' opposed to both Hollywood (First) and auteurist art (Second) cinema.",Notes on 'Third Cinema as guardian of popular memory'—an Indian context,Manas K Ghosh,Jump Cut: A Review of Contemporary Media,"No. 62, Winter 2023-2024",2024,https://www.ejumpcut.org/archive/JC62.2024/,"Analyses how Teshome Gabriel extends Third Cinema's potential as guardian of popular memory in the conflict between official history and popular memory, applying it to Indian film, literature, and culture.",OA
interpassivity,Robert Pfaller / Slavoj Žižek,"Names the delegation of one's own passive enjoyment or belief to another agent or object, where the medium consumes or believes in the subject's place.",Disco Elysium and the intersection of interactivity and interpassivity,Seunghyun Shin,Jump Cut: A Review of Contemporary Media,"No. 62, Winter 2023-2024",2024,https://www.ejumpcut.org/archive/JC62.2024/,"Argues the 2019 RPG Disco Elysium suggests a new model of interactivity precisely by incorporating interpassivity into the gaming experience, complicating the assumed agency of the player.",OA
panopticon / synopticon,Michel Foucault (panopticon) and Thomas Mathiesen (synopticon),The panopticon models disciplinary surveillance where the few watch the many; Mathiesen's synopticon names the inverse mass-media condition where the many watch the few.,Between panopticon and synopticon in the late period films of Stéphane Brizé,Abraham Walker,Jump Cut: A Review of Contemporary Media,"No. 62, Winter 2023-2024",2024,https://www.ejumpcut.org/archive/JC62.2024/,"Through close readings of Brizé's workplace dramas La Loi du Marché and En Guerre, contributes to debates on surveillance under late capitalism by reading the films between the poles of panoptic and synoptic visibility.",OA
melodrama / postmodern capitalism,Peter Brooks (melodramatic mode) / Fredric Jameson (postmodernism),Melodrama theory explains the moral legibility and excess of popular narrative; Jameson's postmodernism names the cultural logic of late capitalism marked by fragmentation and depthlessness.,"Everything just goes black: time, melodrama, and narrative incompleteness in The Sopranos",Daniel Fraser,Jump Cut: A Review of Contemporary Media,"No. 62, Winter 2023-2024",2024,https://www.ejumpcut.org/archive/JC62.2024/,"Argues The Sopranos reconfigures the melodrama for the era of postmodern capitalism through its network of symbols, codes, and fractured temporalities, culminating in narrative incompleteness.",OA
settler colonialism / logic of elimination,Patrick Wolfe,"Theorises settler colonialism as a structure not an event, driven by a 'logic of elimination' of the native to make claims on stolen land.","Beyond an Asian settler cinema: Asian American media, PBS, and the settler colonial state",Carson Wang,Jump Cut: A Review of Contemporary Media,"No. 63, Summer 2025",2025,https://www.ejumpcut.org/currentissue/CarsonWang/index.html,"Conceptualises Asian American media on PBS as a settler colonial media movement complicit with the settler state's claims to stolen land and citizenship, reframing Asian American media history beyond a purely anti-racist narrative.",OA
parametric / deformative criticism (deformance),Christian Keathley & Jason Mittell (parametric); Lisa Samuels & Jerome McGann (deformance),"Constraint-driven, procedural modes of videographic criticism that generate insight by manipulating and remixing image and sound according to predetermined rules rather than explanatory voiceover.",Men Shouting: A History in 7 Episodes,Alan O'Leary,[in]Transition: Journal of Videographic Film & Moving Image Studies,2023,2023,https://intransition.openlibhums.org/article/id/11389/,"Deploys parametric and deformative techniques on three American films about the 2008 financial crisis, arguing that parametric criticism need not be recuperated into conventional argument but can access an affective, poetic dimension of cinema on its own terms.",OA
autofiction,"literary autofiction concept (Serge Doubrovsky lineage), applied to screen media",A hybrid mode blending autobiography and fiction in which an author stages a version of the self oscillating between authentic confession and fictional construction.,"Autofictional Authenticity: Bo Burnham's Inside, Netflix Comedy and YouTube Aesthetics",[in]Transition videographic essay (2023),[in]Transition: Journal of Videographic Film & Moving Image Studies,2023,2023,https://intransition.openlibhums.org/article/16444/galley/33743/download/,"Frames Bo Burnham's Inside as autofiction that continually oscillates between puncturing and indulging authentic confessional modes, situating it among proto-mockumentary, confessional stand-up, and the manufactured authenticity of YouTubers.",OA
metamodernism (metamodern sensibility),Timotheus Vermeulen & Robin van den Akker,"A structure of feeling defined by oscillation between modernist sincerity and postmodern irony, theorised to characterise post-postmodern cultural production.","Autofictional Authenticity: Bo Burnham's Inside, Netflix Comedy and YouTube Aesthetics",[in]Transition videographic essay (2023),[in]Transition: Journal of Videographic Film & Moving Image Studies,2023,2023,https://intransition.openlibhums.org/article/16444/galley/33743/download/,"Argues a metamodern sensibility explains Inside's constant oscillation between sincere confession and ironic self-reflexivity, distinguishing its manufactured authenticity from straightforward documentary.",OA
modular affectivity,Louisa Stein,"Names how discrete, beloved image-moments function as transferable affective modules that accrue and shift emotional resonance as they are repeated and recontextualised across remix and fan culture.",On the Art of Affective Repetition: Fan Video & The Untamed,Louisa Stein,[in]Transition: Journal of Videographic Film & Moving Image Studies,12.1,2025,https://intransition.openlibhums.org/article/18012/galley/41317/download/,"Uses The Untamed and its transcultural fanworks to argue that logics of modular affectivity sit at the heart of remix and fan culture, as official and fan authors repeat and recontextualise image-moments that gather new emotional resonance.",OA
vidding / remix,Francesca Coppa,"Theorises vidding as a fan remix practice of music videos that reedit source footage to produce critical and affective interpretation, central to remix culture.",On the Art of Affective Repetition: Fan Video & The Untamed,Louisa Stein,[in]Transition: Journal of Videographic Film & Moving Image Studies,12.1,2025,https://intransition.openlibhums.org/article/18012/galley/41317/download/,"Positions the analytic fan video within the vidding/remix tradition, arguing transcultural fans rework the Chinese source by combining it with referents from their own cultural contexts, demonstrating remix as transcultural interpretive practice.",OA
the grid (containment and rupture),Barbara Zecchi (resonant with Rosalind Krauss on the grid),"The grid as a visual structure that both disciplines/contains and, by fracturing, releases—used to figure the social discipline of women's rage and its transformation into solidarity.",The Rhythms of Rage: From Solitude to Solidarity,Barbara Zecchi,[in]Transition: Journal of Videographic Film & Moving Image Studies,11.2,2024,https://intransition.openlibhums.org/article/id/20293/,"Assembles 500+ clips into a shifting multiscreen grid, arguing the grid operates as both structure and rupture: social constraints discipline women's rage while rhythmic montage can fracture those constraints into feminist solidarity, mapping a trajectory from solitude to solidarity.",OA
counterforensics,"Allan Sekula (counterforensics), extended via Thomas Keenan","Inverts the state's forensic gaze: turning forensic and evidentiary methods against the violence committed by the very institutions (police, military, courts) that normally wield them.",Striking Evidence: A Counterforensics of Courtroom Assemblies,Kelli Moore,World Records,Volume 9: Just Evidence,2025,https://worldrecordsjournal.org/striking-evidence/,"Examines courtwatchers' drawing, writing, and marking ('scrivening' or 'Common Paper') by Court Watch NYC and NYU students as a counterforensic record of resistant courtroom assemblies that is obscured from Anglo-American jurisprudence.",OA
forensis / forensic aesthetics,Eyal Weizman / Forensic Architecture,"Recovers the classical sense of 'forensis' as the practice of making objects and environments speak in a public forum, developing forensic aesthetics as a means of investigating state and corporate violence.",They Are Shooting at Our Shadows,Al-Haq Forensic Architecture Investigation Unit and Rachel Nelson in conversation with Laliv Melamed and Pooja Rangan,World Records,Volume 9: Just Evidence,2025,https://worldrecordsjournal.org/they-are-shooting-at-our-shadows/,"Through the Al-Haq Forensic Architecture investigation, interrogates how forensic aesthetics can be reoriented toward abolitionist and decolonial aims in documenting violence against Palestinians, and the limits of evidence under occupation.",OA
aesthetic counterforensics / Black memory,Yasmina Price (building on Saidiya Hartman's critical fabulation),"Names how Black memory, conjured in tongueless whispers and recited choreographies, forms a link between living and dead that no forensics can capture, intervening in how the past is encoded and inherited.",Tongueless Whispers and Recited Choreographies,Yasmina Price,World Records,Volume 9: Just Evidence,2025,https://worldrecordsjournal.org/tongueless-whispers/,Argues contemporary Afro-diasporic artists model an 'aesthetic counterforensics' in their audiovisual work to combat the colonialist and imperialist foundation of traditional evidence-based depictions of Black life.,OA
forensic violence / the forensic gaze,Başak Ertür & Alisa Lebow (extending Allen Feldman),"Names how state agencies survey and reconstruct bodies and events to produce control, and how the forensic gaze can itself perpetrate violence against the dead and the marginalised.",Countering Forensic Violence: Philip Scheffner's Revision,Başak Ertür and Alisa Lebow,World Records,Volume 9: Just Evidence,2025,https://worldrecordsjournal.org/countering-forensic-violence/,Reads Philip Scheffner's film Revision—revisiting the 1992 killing of undocumented Roma workers on the German-Polish border—as a documentary practice that counters forensic violence by refusing the state's reconstructive gaze and restoring agency to the dead.,OA
precarity / gig labour,"Guy Standing (the precariat), applied to platform creative work","Theorises a class-in-the-making defined by insecure, casualised labour without stable income or benefits, generalised by the platform/gig economy.","Game Design for a Fiverr: Precarity, Platform Labor, and the Creative Class",Media Industries 11.1 author,Media Industries,11.1,2024,https://journals.publishing.umich.edu/mij/article/3870/galley/4308/download/,"Examines how platforms such as Fiverr casualise creative game-design labour, forcing workers into increasingly precarious arrangements, situating freelance game work within wider debates on platform labour and the gig economy.",OA
political economy of streaming / competition,Ramon Lobato (extending media political economy),"Reframes how scholars conceptualise competition among video services, moving beyond the 'streaming wars' framing to analyse the structural economics of the platform video market.",Beyond Streaming Wars: Rethinking Competition in Video Services,Ramon Lobato,Media Industries,12.1,2025,https://journals.publishing.umich.edu/mij/article/id/1338/,Argues the 'streaming wars' metaphor obscures the actual dynamics of the video-services market and proposes rethinking competition through a more structural political-economic account of platform rivalry and market position.,OA
infrastructural / catalogue analysis (critical data studies),Karin van Es & Ramon Lobato (VoD catalogue and interface analysis methods),"Develops methods to study streaming catalogues and interfaces as infrastructures of cultural visibility, treating discoverability and catalogue composition as objects of critical data analysis.",Exploring VoD Services through Data Donations: A View from Netflix,Karin van Es and co-authors,Media Industries,12.1,2025,https://journals.publishing.umich.edu/mij/article/id/7629/print/,"Uses data-donation methods to investigate Netflix's catalogue and interface, arguing that critical analysis of VoD infrastructures reveals how platforms shape discoverability and cultural visibility beyond what corporate metrics disclose.",OA
any-space-whatever,Gilles Deleuze,"Deleuze's term (from Cinema 1) for a deconnected, emptied-out cinematic space that detaches affect from sensory-motor action, describing a postwar crisis of perception","Antonioni's cinema of any-space-whatever: Antonioni, posthumanism, material interconnectedness",Hisup Shin,Studies in European Cinema,vol 23 (online first),2026,https://doi.org/10.1080/17411548.2026.2657198,"Reads Antonioni's modernist landscapes as Deleuzian any-spaces that dissolve the human subject into a field of material relations, reframing his alienation films as ecological visions of human-nonhuman entanglement",abstract-only
new materialism / posthumanism,Stacy Alaimo,Concept of trans-corporeality and material interconnectedness theorising the porous co-constitution of human bodies and the more-than-human environment,"Antonioni's cinema of any-space-whatever: Antonioni, posthumanism, material interconnectedness",Hisup Shin,Studies in European Cinema,vol 23 (online first),2026,https://doi.org/10.1080/17411548.2026.2657198,"Mobilises new-materialist posthumanism (Alaimo, Latour, Morton) to argue that Antonioni's emptied spaces register the Anthropocene entanglement of bodies and matter rather than mere existential malaise",abstract-only
hyperobjects,Timothy Morton,"Object-oriented concept for entities (climate, pollution) massively distributed in time and space that exceed human perception, explaining ecological awareness in the Anthropocene","Antonioni's cinema of any-space-whatever: Antonioni, posthumanism, material interconnectedness",Hisup Shin,Studies in European Cinema,vol 23 (online first),2026,https://doi.org/10.1080/17411548.2026.2657198,Uses Morton's hyperobjects and ecological thought to read Antonioni's deserts and industrial wastelands as figurations of planetary-scale ecological crisis exceeding the human frame,abstract-only
history-Event,Gilles Deleuze,Deleuzian conception (Logique du sens; Nietzsche) of the pure event and untimely history that breaks linear chronology to release becoming and counter-actualisation,Cinema and history-Event: a Deleuzian perspective on two metafictional historical films depicting Portugal's political history and mythical constructs,Miguel Mesquita Duarte,Studies in European Cinema,vol 23 (online first),2025,https://doi.org/10.1080/17411548.2025.2570517,"Argues that two Portuguese metafictional historical films enact a Deleuzian 'history-Event' that destabilises national myth and official chronology, opening history to becoming rather than commemoration",abstract-only
the differend,Jean-Francois Lyotard,"Lyotard's concept for an irresolvable dispute lacking a shared idiom, exposing how dominant discourse silences incommensurable claims",Cinema and history-Event: a Deleuzian perspective on two metafictional historical films depicting Portugal's political history and mythical constructs,Miguel Mesquita Duarte,Studies in European Cinema,vol 23 (online first),2025,https://doi.org/10.1080/17411548.2025.2570517,Draws on Lyotard's differend alongside Deleuze and Nietzsche to show how the films stage the unrepresentable conflicts of Portugal's colonial and revolutionary past,abstract-only
epistemic injustice,Miranda Fricker,"Fricker's concept for the wrong done to someone in their capacity as a knower (testimonial and hermeneutical injustice), explaining how marginalised subjects are denied credibility",Resisting epistemic injustice: the unknown knowns of the protagonist of Cristi Puiu's Aurora (2010),Michael Keerdo-Dawson,Studies in European Cinema,vol 23 (online first),2025,https://doi.org/10.1080/17411548.2025.2568311,"Argues that Puiu's radically unknowable protagonist, via reversed dramatic irony and unbroken long takes, resists the marginalisation produced by epistemic injustice, modelling a survivor's opacity",abstract-only
necropolitics,Achille Mbembe,"Mbembe's theory of sovereignty as the power to dictate who may live and who must die, describing colonial and racialised regimes of disposability","Architectures of power and decay: colonial necropolitics and imperial debris in Coup de Torchon/clean slate (Bertrand Tavernier, 1981)",Laura Ceia,Studies in European Cinema,vol 23 no 2,2025,https://doi.org/10.1080/17411548.2025.2555741,"Reads Tavernier's colonial spaces (latrine, police post, cemetery) as necropolitical sites where authority collapses into abandonment, erasure and racialised disposability rather than stable control",abstract-only
imperial debris / ruination,Ann Laura Stoler,Stoler's concept of imperial debris and the ongoing processes of ruination through which colonial power persists in degraded material and social forms,"Architectures of power and decay: colonial necropolitics and imperial debris in Coup de Torchon/clean slate (Bertrand Tavernier, 1981)",Laura Ceia,Studies in European Cinema,vol 23 no 2,2025,https://doi.org/10.1080/17411548.2025.2555741,Uses Stoler's imperial debris (with Foucault on disciplinary power) to argue the film stages a spatial politics of ruin in which colonial sovereignty decays into absurdity and violence,abstract-only
hegemonic centrism / mastery of nature,Val Plumwood,"Plumwood's ecofeminist critique of the dualisms (human/nature, reason/body) that license the 'mastery' and othering of the nonhuman",Othering nature: an ecocritical reading of Jessica Hausner's Little Joe (2019),Jose-Santiago Fernandez-Vazquez,Studies in European Cinema,vol 23 (online first),2025,https://doi.org/10.1080/17411548.2025.2570530,Applies Plumwood's hegemonic centrism and the plant-horror tradition to argue Little Joe stages anxieties about the human mastery and othering of vegetal nature in an ecological-crisis register,abstract-only
philosemitism / antisemitism theory,Martin H. Schwartz,Critical theorisation of postwar West German philosemitism as a taboo that invests 'the Jew' with a damaging psychosexual power within the German subject,Trans misery and Jewish danger: Fassbinder's in einem Jahr mit 13 Monden (in a year of 13 Moons),Martin H. Schwartz,Studies in European Cinema,vol 23 (online first),2025,https://doi.org/10.1080/17411548.2025.2570534,"Argues Fassbinder's film attacks philosemitic taboo through erotics, dramatising how the abstraction of Jewishness becomes psychosexually fatal to the postwar German subject while attending to trans suffering",abstract-only
women's cinema / agency,Elif Akcali; Ozlem Guclu,Reframing women's cinema through agency and companionship rather than the scopophilic/voyeuristic gaze that fixes women as passive objects,Glaring and out loud! Thinking women's cinema in Turkey through agency and companionship,Elif Akcali and Ozlem Guclu,Studies in European Cinema,vol 23 no 2,2025,https://doi.org/10.1080/17411548.2025.2528324,"Argues post-2005 women's cinema in Turkey, energised by a rising feminist movement, disrupts dominant narrative codes and scopophilic looking through depictions of female agency and companionship",abstract-only
female subjectivity / cinematic time,Agnes Varda,"Varda's cinecriture and the dialectic of subjective vs objective time used to construct an embodied, wandering female subject against objectifying looking","Between Paris and Cleo: soundtrack, temporality and female subjectivity in Cleo from 5 to 7",Zijin Ke,Studies in European Cinema,vol 23 (online first),2025,https://doi.org/10.1080/17411548.2025.2605742,"Reads Cleo's soundtrack and temporal structure as constructing female subjectivity through sensory wandering and the dialectic of subjective and objective time, countering the silencing of women characters",abstract-only
the fold,Gilles Deleuze,"Deleuze's concept of the fold (le pli) describing continuous enfolding of matter, body and world without fixed boundaries",The heart and the sea: on the lifeblood and elemental folds of Reparer les vivants,Sarah Cooper,French Screen Studies,vol 24 no 4,2023,https://doi.org/10.1080/26438941.2023.2247811,"Uses Deleuze's writings on the fold to argue that Quillevere's heart-transplant film enfolds narrative into elemental bonds of air, water, blood and seawater, theorising an archaic connectivity of the human and the elements",abstract-only
rape-revenge genre,Kathleen McHugh,Genre-critical and affect framework dissecting how the rape-revenge form's final violent sexual acts confound moral and sensory legibility for spectators,Anger/sex/genre: de(con)structing rape-revenge in Baise-moi and Descent,Kathleen McHugh,French Screen Studies,vol 26 (online first),2026,https://doi.org/10.1080/26438941.2026.2644795,"Argues both films deconstruct rape-revenge conventions by rendering their climactic violence illegible, exposing the genre's entanglement of anger, sex and spectatorial complicity",abstract-only
politique des auteurs,Andre Bazin / Cahiers du cinema,"The auteur-theory politique des auteurs that canonised directors as the central creative authority, here interrogated for the Tradition of Quality",Mise en scene and authorship in the Tradition of Quality (1945-1960),Barry Nevin,French Screen Studies,vol 25 no 1-2,2025,https://doi.org/10.1080/26438941.2025.2454180,"Revisits the politique des auteurs and mise en scene to reassess the maligned Tradition of Quality, arguing for a more nuanced account of authorship and craft in postwar French cinema",abstract-only
modes of play,Roger Caillois,"Caillois's taxonomy of play (agon, alea, mimicry, ilinx) used to analyse competing logics of competition and surrender embodied by characters","Play and Performance, Perfection and Pessimism: A Reassessment of (the Politics of) Point Break",Tim Beasley-Murray,Journal of Popular Film and Television,vol 53 no 1-2,2025,https://doi.org/10.1080/01956051.2025.2508695,"Uses Caillois's categories of play to read Point Break as a conflict between agonistic pursuit and ecstatic surrender, yielding a pessimistic verdict on the cynical 'game' of culture-industry entertainment",abstract-only
queer utopia / straight time,Jose Esteban Munoz,Munoz's concepts of queer futurity and queer utopia as a horizon of hope opposed to 'straight time' and pragmatic heteronormative temporality,Straight Time and Queer Utopia: Anthony Bridgerton and Kate Sharma's Disorientating Desire in the Regency,Emily M. Baker,Journal of Popular Film and Television,vol 54 no 1,2025,https://doi.org/10.1080/01956051.2025.2554924,"Argues Anthony and Kate's romance momentarily inhabits queer utopia against straight time, but the series reabsorbs them into heteronormative 'happy endings,' stripping their queer potential",abstract-only
reproductive futurity,Lee Edelman,"Edelman's anti-social thesis that politics is organised around 'the Child' and reproductive futurity, against which queerness names the death drive",Straight Time and Queer Utopia: Anthony Bridgerton and Kate Sharma's Disorientating Desire in the Regency,Emily M. Baker,Journal of Popular Film and Television,vol 54 no 1,2025,https://doi.org/10.1080/01956051.2025.2554924,"Reads Anthony's marriage imperative through Edelman's reproductive futurity, framing his desire for Kate as a swerve away from the heteronormative dynastic mandate",abstract-only
queer orientation,Sara Ahmed,"Ahmed's queer phenomenology of orientation, lines and the figure of the 'unhappy queer' that is disoriented by and from heteronormative paths",Straight Time and Queer Utopia: Anthony Bridgerton and Kate Sharma's Disorientating Desire in the Regency,Emily M. Baker,Journal of Popular Film and Television,vol 54 no 1,2025,https://doi.org/10.1080/01956051.2025.2554924,Uses Ahmed's queer orientation and 'unhappy queers' to read the couple's disorientating desire and same-sex coding before their reorientation into the heteronormative resolution,abstract-only
competing masculinities,Stevie K. Seibert Desjarlais,Generational model of masculinities as performances that must be flexible to meet new situational demands rather than fixed 'winner-takes-all' norms,Measures of Success: Competing Masculinities in Cobra Kai,Stevie K. Seibert Desjarlais,Journal of Popular Film and Television,vol 51 no 2,2023,https://doi.org/10.1080/01956051.2023.2190075,"Argues Cobra Kai stages an intergenerational negotiation in which rigid Reagan-era masculine norms fail Gen Z challenges, valorising flexible over static performances of manhood",abstract-only
queer cuts / disidentification,Ethan Calof,"A theory of 'queer cuts' in editing through which diasporic, secular subjects splice fractured identities into a queer cultural genealogy against white heteropatriarchal hegemony","'Fractured Moments, Contradiction, and Confusion': Identifying Queer Cuts in Diasporic Speculative Media via Everything Everywhere All at Once and Russian Doll",Ethan Calof,Journal of Popular Film and Television,vol 54 (online first),2026,https://doi.org/10.1080/01956051.2026.2668729,"Argues that the fractured, contradictory editing ('queer cuts') of these speculative texts lets diasporic North American subjects situate themselves within a queer genealogy and renegotiate normative whiteness",abstract-only
serial narrative / nonlinear turn,Tina-Louise Smith,"Framework for the structural and narrative politics of serial TV fiction and its turn toward nonlinear, complex storytelling","The Politics of Serial television Fiction: Structural Developments, Narrative Themes, and the Nonlinear Turn",Tina-Louise Smith,"Historical Journal of Film, Radio and Television",vol 46 (online first),2026,https://doi.org/10.1080/01439685.2026.2672273,Maps structural developments and the 'nonlinear turn' in serial television to argue that narrative form itself carries political meaning across contemporary serial drama,abstract-only
racialized desire,Maxim Morel,Critical-race reading of desire and othering across species/racial coding in popular franchise media,I'd just as soon kiss a wookiee: Uncovering racialized desire in the Star Wars galaxy,Maxim Morel,"Historical Journal of Film, Radio and Television",vol 46 no 2,2026,https://doi.org/10.1080/01439685.2026.2632402,"Uncovers how the Star Wars galaxy encodes racialized desire and othering, reading interspecies attraction and alien coding as displaced expressions of racial fantasy",abstract-only
necropolitics,Achille Mbembe,Mbembe's power over life and death applied to authoritarian fatherhood and patriarchal violence in Latin American cinema,"Fathers, Masculinity, and Authoritarianism in Latin American Cinema",Oliver Wilson-Nunn,"Historical Journal of Film, Radio and Television",vol 46 no 2,2026,https://doi.org/10.1080/01439685.2026.2632403,"Examines how Latin American films link paternal authority, masculinity and political authoritarianism, reading the father as a figure of sovereign and patriarchal power",abstract-only
colonial co-production / transnationalism,Hannah Holtzman,Framework of transnational co-production politics analysing how Franco-Japanese collaboration negotiates cultural particularity and postwar geopolitics,A risky venture: Typhoon Over Nagasaki and the particularity of Franco-Japanese cinematic co-production,Hannah Holtzman,"Historical Journal of Film, Radio and Television",vol 46 (online first),2026,https://doi.org/10.1080/01439685.2026.2630846,Uses the case of a Franco-Japanese co-production to theorise the cultural and industrial particularity of transnational collaboration in the postwar period,abstract-only
spectatorship / moral pleasure,Diana W. Anselmo,"Historical reception framework theorising female spectatorial pleasure, morality and faith as structuring early cinema audiences","'I want to be good:' morality, faith, and female spectatorial pleasure during World War I",Diana W. Anselmo,New Review of Film and Television Studies,vol 22 no 1,2024,https://doi.org/10.1080/17400309.2023.2298645,"Reconstructs how WWI-era female spectators derived moral and devotional pleasure from cinema, theorising spectatorship as a gendered, faith-inflected mode of engagement",abstract-only
popular feminism,Sarah Banet-Weiser,"Banet-Weiser's concept of popular feminism as highly visible, market-friendly feminism that circulates in media economies",Reese Witherspoon's popular feminism: adaptation and authorship in Big Little Lies,Sarah Louise Smyth,New Review of Film and Television Studies,vol 22 no 1,2024,https://doi.org/10.1080/17400309.2023.2263690,"Analyses Witherspoon's authorship and adaptation strategy in Big Little Lies as an instance of popular feminism, where female-led production reconciles feminist visibility with commercial branding",abstract-only
true crime / postfeminist adaptation,Tanya Horeck,Framework theorising true-crime adaptation and feminist authorship in the #MeToo conjuncture of gendered violence and survivor testimony,I'll Be Gone in the Dark: feminism and the adaptation of true crime in the #MeToo era,Tanya Horeck,New Review of Film and Television Studies,vol 22 no 1,2024,https://doi.org/10.1080/17400309.2023.2264713,"Argues the adaptation reframes true crime through a #MeToo-era feminist lens, centring survivor knowledge and women's investigative labour against the genre's voyeurism",abstract-only
care and precarity,Adin Walker,"Affect/queer framework linking ecological precarity and intimate care to read slow, attentive tending of bodies and environments","Flowers, concrete, water: care and precarity in Tsai Ming-liang's I Don't Want to Sleep Alone (2006)",Adin Walker,New Review of Film and Television Studies,vol 22 no 2,2024,https://doi.org/10.1080/17400309.2024.2360379,"Reads Tsai's film through care and precarity, arguing its attention to flowers, concrete and water stages an ethics of tending amid migrant and ecological vulnerability",abstract-only
disidentification,Jose Esteban Munoz,"Munoz's disidentification: how minoritarian subjects work on and against dominant ideology, neither assimilating nor opposing but transforming it","Girls gone wild: animality, female teenagers, and disidentification in contemporary European cinema",Cristina Ruiz-Poveda Vera,New Review of Film and Television Studies,vol 22 no 1,2024,https://doi.org/10.1080/17400309.2024.2304604,Uses Munoz's disidentification to read animal imagery and female adolescence in European cinema as a strategy by which teenage girls rework gendered and species norms,abstract-only
radicalization / gender,Eve Bennett,"Gendered framework of radicalization theorising how popular drama figures female recruits as 'lost souls, victims and deviants'","Lost souls, victims and deviants: radicalization and gender in Agents of S.H.I.E.L.D.",Eve Bennett,New Review of Film and Television Studies,vol 22 no 1,2024,https://doi.org/10.1080/17400309.2023.2257857,"Analyses how the series genders narratives of radicalization, casting women drawn into extremism as victims or deviants and thereby reproducing anxieties about female political agency",abstract-only
film-philosophy / transformational ethics,Daniel Smith,A film-philosophy framework theorising the 'cinemakeover' as a transformational ethics through which films reshape the spectator's mode of being,Transformational ethics of film: thinking the cinemakeover in the film-philosophy debate,Daniel Smith,New Review of Film and Television Studies,vol 22 no 2,2024,https://doi.org/10.1080/17400309.2024.2362592,"Intervenes in the film-philosophy debate to argue that film enacts a transformational ('cinemakeover') ethics, reshaping how spectators perceive and live rather than merely illustrating arguments",abstract-only
dystopia / architecture,Jonathan Stubbs; Marko Kiessel,Framework linking architectural dystopia and historicity to read built environments as carriers of political-temporal meaning in speculative film,"Futures past and present: history, architecture and dystopia in Brazil (1985) and the Hunger Games series (2012-15)",Jonathan Stubbs and Marko Kiessel,New Review of Film and Television Studies,vol 22 no 2,2024,https://doi.org/10.1080/17400309.2023.2287973,"Reads dystopian architecture in Brazil and The Hunger Games as a historicising device, arguing built space encodes anxieties about authoritarian futures rooted in the past",abstract-only
cultural trauma,Jeffrey C. Alexander,"Theory of how collectivities construct shared wounds into collective identity, explaining how social groups process catastrophic events",Documentary cinema as social therapy: Kazakhstan's experience in portraying collective trauma on screen,Banu Ramazanova,Studies in Russian and Soviet Cinema,Vol 19 No 1,2025,https://www.tandfonline.com/doi/abs/10.1080/17503132.2025.2450928,"Argues that Kazakh documentary cinema underrepresents collective traumas (1931-33 famine, Jeltoqsan 1986) and that authentic confrontation with the past could serve as cultural therapy and build national self-awareness",abstract-only
collective memory,Maurice Halbwachs,"Concept that memory is socially framed and shared by groups, explaining how communities remember the past collectively",Documentary cinema as social therapy: Kazakhstan's experience in portraying collective trauma on screen,Banu Ramazanova,Studies in Russian and Soviet Cinema,Vol 19 No 1,2025,https://www.tandfonline.com/doi/abs/10.1080/17503132.2025.2450928,Uses collective memory to argue that the silence around Asharshylyk and Jeltoqsan in Kazakh documentary blocks national historical consciousness and societal progress,abstract-only
