Part,MajorNo,Major,Sub,Theory,Theorists,OldMajor,Source
Culture,12,Cultural Economy & Production,A. Creative & Cultural Industries,Precariat (Cultural Studies),Guy Standing,XII. Cultural Economy,CSV
Culture,12,Cultural Economy & Production,A. Creative & Cultural Industries,Cultural Value Theory,Arjo Klamer,XII. Cultural Economy,CSV
Culture,2,Philosophy & Aesthetics of Culture,A. Symbolic Forms & Praxis,Symbolic Forms Theory,Ernst Cassirer,XIII. Philosophy of Culture,CSV
Culture,2,Philosophy & Aesthetics of Culture,A. Symbolic Forms & Praxis,Critique of Modernity (Cultural),"Max Weber, Jürgen Habermas",XIII. Philosophy of Culture,CSV
Culture,7,Media & Communication,B. Media Archaeology & Materiality,Media Archaeology (Cultural),"Siegfried Zielinski, Erkki Huhtamo",XIV. Media Archaeology (Cultural),CSV
Culture,14,"Memory, Time, Trauma & Resilience",A. Cultural & Public Memory,Cultural Memory of Trauma (Cultural Studies),Michael Rothberg,XV. Memory Studies (Cultural),CSV
Culture,14,"Memory, Time, Trauma & Resilience",A. Cultural & Public Memory,Public Memory (Cultural),Kirk Savage,XV. Memory Studies,CSV
Culture,13,"Material, Spatial & Heritage Culture",F. Heritage & Preservation,Heritage Studies (Cultural),David Lowenthal,XVI. Heritage Studies (Cultural),CSV
Culture,13,"Material, Spatial & Heritage Culture",A. Material Culture & Objects,Material Culture Theory,"Daniel Miller, Arjun Appadurai",XVII. Material Culture Studies,CSV
Culture,13,"Material, Spatial & Heritage Culture",A. Material Culture & Objects,Social Lives of Things,Arjun Appadurai,XVII. Material Culture Studies,CSV
Culture,6,Cultural Sociology,C. Sociology of Art,Art as Social System Theory,Howard S. Becker,XVIII. Sociology of Art,CSV
Culture,13,"Material, Spatial & Heritage Culture",B. Food & Foodways,Food and Culture Theory,"Claude Lévi-Strauss (culinary triangle), Sidney Mintz",XIX. Food Studies (Cultural),CSV
Culture,9,Identity & Difference,C. Fashion & Self-Presentation,Fashion and Identity Theory,"Georg Simmel, Roland Barthes",XX. Fashion Studies (Cultural),CSV
Culture,7,Media & Communication,C. Visual & Sound Culture,Soundscapes Theory (Cultural),R. Murray Schafer,XXI. Sound Studies (Cultural),CSV
Culture,7,Media & Communication,C. Visual & Sound Culture,Visual Culture Theory,"W.J.T. Mitchell, Nicholas Mirzoeff",XXII. Visual Culture Studies,CSV
Culture,11,"Digital, Media & Algorithmic Culture",D. Technological Culture & STS,Social Construction of Technology (SCOT in Cultural Studies),"Wiebe Bijker, Trevor Pinch",XXIII. Science and Technology Studies (Cultural),CSV
Culture,13,"Material, Spatial & Heritage Culture",D. Infrastructure & Urban Space,City as Text Theory,"Kevin Lynch (image of the city), N/A (cultural application)",XXIV. Urban Cultural Studies,CSV
Culture,5,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Fandom Studies (Cultural),Henry Jenkins,XXV. Popular Culture Studies,CSV
Culture,1,Foundations & Classical Approaches,C. Everyday Life & Praxis,Everyday Life Theory (Cultural),"Michel de Certeau, Henri Lefebvre",XXVI. Everyday Life Studies,CSV
Culture,1,Foundations & Classical Approaches,B. Anthropology of Culture,Cultural Relativism (Cultural),"Franz Boas, Ruth Benedict",XXVII. Anthropology of Culture,CSV
Culture,11,"Digital, Media & Algorithmic Culture",B. Digital Materiality & Folklore,Digital Materiality (Cultural),Erin Manning,XXVIII. Digital Media Theories (Cultural),CSV
Culture,13,"Material, Spatial & Heritage Culture",F. Heritage & Preservation,Dark Heritage (Cultural),Tony Walter,XXIX. Critical Heritage Studies,CSV
Culture,4,Post-Structuralism & Postmodernism,B. Performativity & Discourse,Performativity (Cultural),"Judith Butler, J.L. Austin (linguistic, applied)",XXX. Performance Studies (Cultural),CSV
Culture,13,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,Cultural Landscape Theory,Carl Sauer,XXXI. Cultural Geography,CSV
Culture,16,Cultural Evolution & Transmission,A. Memetics & Transmission,Memetics,"Richard Dawkins (coined ""meme""), Susan Blackmore",XXXII. Cultural Evolution,CSV
Culture,8,Global & Transnational Culture,B. Diaspora & Deterritorialization,Diasporic Culture Theory,Stuart Hall,XXXIII. Transnational Cultural Studies,CSV
Culture,14,"Memory, Time, Trauma & Resilience",A. Cultural & Public Memory,Communicative Memory (Cultural),Jan Assmann,XXXIV. Cultural Memory Studies (Advanced),CSV
Culture,2,Philosophy & Aesthetics of Culture,A. Symbolic Forms & Praxis,Culture as Praxis Theory,Raymond Williams,XXXV. Philosophy of Culture,CSV
Culture,2,Philosophy & Aesthetics of Culture,B. Cultural Aesthetics,Cultural Aesthetics Theory,Pierre Bourdieu,XXXVI. Aesthetics (Cultural Context),CSV
Culture,11,"Digital, Media & Algorithmic Culture",D. Technological Culture & STS,Science as Culture Theory,Bruno Latour,XXXVII. Sociology of Science & Culture,CSV
Culture,2,Philosophy & Aesthetics of Culture,D. Posthuman & Material Philosophy,Posthuman Culture Theory,Rosi Braidotti,XXXVIII. Posthumanism (Cultural),CSV
Culture,11,"Digital, Media & Algorithmic Culture",B. Digital Materiality & Folklore,Digital Folklore Theory,Limor Shifman,XXXIX. Digital Culture (Specific Phenomena),CSV
Culture,12,Cultural Economy & Production,D. Cultural Policy,Cultural Policy Theory,Toby Miller,XL. Cultural Policy Studies,CSV
Culture,9,Identity & Difference,B. Embodiment & Performativity,Embodied Culture Theory,Pierre Bourdieu,XLI. Embodiment in Culture,CSV
Culture,3,Critical Theory & Frankfurt School,B. Ideology & Critical Discourse,Critical Discourse Analysis (CDA in Cultural Studies),Norman Fairclough,XLII. Critical Discourse Analysis (Cultural),CSV
Culture,6,Cultural Sociology,D. Cultural Psychology & Self,Cultural Self Theory,"Hazel Rose Markus, Shinobu Kitayama",XLIII. Cultural Psychology,CSV
Culture,16,Cultural Evolution & Transmission,A. Memetics & Transmission,Cultural Transmission Theory,"Robert Boyd, Peter J. Richerson",XLIV. Cultural Evolution (Advanced),CSV
Culture,13,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,Sense of Place Theory (Cultural),Yi-Fu Tuan,XLV. Cultural Geography (Advanced),CSV
Culture,9,Identity & Difference,D. Cultural Citizenship & Politics,Cultural Politics Theory,N/A (Broad concept),XLVI. Cultural Politics,CSV
Culture,8,Global & Transnational Culture,B. Diaspora & Deterritorialization,Deterritorialization (Cultural),Arjun Appadurai,XLVII. Global Cultural Flows (Deep Dive),CSV
Culture,14,"Memory, Time, Trauma & Resilience",B. Cultural Trauma,Cultural Trauma Theory,Jeffrey C. Alexander,XLVIII. Cultural Trauma Studies,CSV
Culture,1,Foundations & Classical Approaches,B. Anthropology of Culture,Culture as Meaning Systems Theory,Clifford Geertz,XLIX. Cultural Anthropology (Meaning),CSV
Culture,14,"Memory, Time, Trauma & Resilience",C. Cultural Time & Rhythms,Cultural Temporalities Theory,N/A (Emerging field),L. Culture and Time,CSV
Culture,12,Cultural Economy & Production,C. Experience Economy & Consumption,Experience Economy (Cultural),"B. Joseph Pine II, James H. Gilmore",LI. Experience Economy (Cultural),CSV
Culture,9,Identity & Difference,D. Cultural Citizenship & Politics,Cultural Citizenship Theory,Toby Miller,LII. Cultural Citizenship,CSV
Culture,10,"Affect, Emotion & Embodiment",C. Affective Publics,Affective Publics Theory,Megan Boler,LIII. Affective Publics,CSV
Culture,6,Cultural Sociology,D. Cultural Psychology & Self,Cultural Neuroscience,Joan Y. Chiao,LIV. Cultural Neuroscience,CSV
Culture,16,Cultural Evolution & Transmission,B. Computational Cultural Dynamics,Cultural Dynamics (Computational),Alex Mesoudi,LV. Cultural Evolution (Computational),CSV
Culture,12,Cultural Economy & Production,B. Cultural Value & Economics,Cultural Value Chains Theory,David Hesmondhalgh,LVI. Cultural Value Chains,CSV
Culture,8,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,Cultural Diplomacy Theory,Milton C. Cummings Jr.,LVII. Cultural Policy (Global),CSV
Culture,8,Global & Transnational Culture,E. Indigenous & Decolonial Culture,Decolonizing Cultural Studies,Linda Tuhiwai Smith,LVIII. Indigenous Cultural Studies,CSV
Culture,11,"Digital, Media & Algorithmic Culture",D. Technological Culture & STS,Science in Culture Theory,"Donna Haraway, Bruno Latour",LIX. Cultural Studies of Science,CSV
Culture,5,British Cultural Studies (Birmingham School),C. Popular Culture & Politics,Cultural Politics of Popular Culture,John Fiske,LX. Popular Culture & Politics,CSV
Culture,13,"Material, Spatial & Heritage Culture",F. Heritage & Preservation,Intangible Cultural Heritage Theory,UNESCO,LXI. Cultural Heritage Management,CSV
Culture,8,Global & Transnational Culture,C. Creolization & Transculturation,Transculturation,Fernando Ortiz,LXII. Cultural Exchange Theories,CSV
Culture,15,"Environment, Nature & Multispecies",C. Cultural Ecology & Adaptation,Cultural Adaptation Theory,Julian Steward,LXIII. Cultural Ecology (Human Adaptation),CSV
Culture,9,Identity & Difference,D. Cultural Citizenship & Politics,Human Rights and Culture Theory,N/A (Legal/ethical debate),LXIV. Cultural Rights (Legal),CSV
Culture,11,"Digital, Media & Algorithmic Culture",E. Prosumption & Convergence,Prosumption (Cultural),"Alvin Toffler (coined term), George Ritzer (applied to culture)",LXV. Cultural Production (Alternative Models),CSV
Culture,14,"Memory, Time, Trauma & Resilience",B. Cultural Trauma,Disaster Culture Theory,Mike Davis,LXVI. Cultural Studies of Disaster,CSV
Culture,8,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,Global Cultural Industries Theory,David Hesmondhalgh,LXVII. Cultural Industries (Global),CSV
Culture,14,"Memory, Time, Trauma & Resilience",A. Cultural & Public Memory,Memory Wars (Cultural Studies),Jeffrey Olick,LXVIII. Cultural Politics of Memory,CSV
Culture,14,"Memory, Time, Trauma & Resilience",D. Resilience & Risk,Cultural Resilience Theory,N/A (Emerging concept),LXIX. Cultural Resilience,CSV
Culture,12,Cultural Economy & Production,B. Cultural Value & Economics,Cultural Economics Theory,N/A (Economic sub-field),LXX. Cultural Value (Economic),CSV
Culture,6,Cultural Sociology,D. Cultural Psychology & Self,Cultural Identity Theory,Geert Hofstede,LXXI. Cultural Psychology (Identity),CSV
Culture,16,Cultural Evolution & Transmission,C. Cultural Codes & Semiotics,Cultural Codes Theory,Umberto Eco,LXXII. Cultural Semiotics,CSV
Culture,14,"Memory, Time, Trauma & Resilience",D. Resilience & Risk,Risk Culture Theory,"Mary Douglas, Aaron Wildavsky",LXXIII. Cultural Studies of Risk,CSV
Culture,11,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Participatory Culture Theory,Henry Jenkins,LXXIV. Digital Culture (Participation),CSV
Culture,14,"Memory, Time, Trauma & Resilience",E. Health & Body Culture,Culture of Health Theory,N/A (Public health/sociology crossover),LXXV. Cultural Studies of Health,CSV
Culture,8,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,Soft Power (Cultural Studies),Joseph Nye,LXXVI. Cultural Diplomacy,CSV
Culture,14,"Memory, Time, Trauma & Resilience",B. Cultural Trauma,Disaster Narratives (Cultural),"Greg Bankoff, Jeffrey Olick",LXXVII. Cultural Studies of Disaster (Representation),CSV
Culture,6,Cultural Sociology,B. Taste & Distinction,Sociology of Taste Theory,Pierre Bourdieu,LXXVIII. Cultural Sociology (Aesthetics),CSV
Culture,5,British Cultural Studies (Birmingham School),C. Popular Culture & Politics,Global Popular Culture Theory,John Fiske,LXXIX. Global Popular Culture,CSV
Culture,13,"Material, Spatial & Heritage Culture",B. Food & Foodways,Food Sovereignty (Cultural),"La Vía Campesina (social movement, theorized)",LXXX. Cultural Politics of Food,CSV
Culture,13,"Material, Spatial & Heritage Culture",D. Infrastructure & Urban Space,Infrastructure as Culture Theory,Shannon Mattern,LXXXI. Cultural Studies of Infrastructure,CSV
Culture,8,Global & Transnational Culture,E. Indigenous & Decolonial Culture,Cultural Revitalization (Indigenous),N/A (Indigenous studies concept),LXXXII. Indigenous Cultural Revitalization,CSV
Culture,14,"Memory, Time, Trauma & Resilience",D. Resilience & Risk,Social Amplification of Risk Framework (SARF in Cultural Studies),"Roger E. Kasperson, Jeanne X. Kasperson",LXXXIII. Cultural Studies of Risk (Social Amplification),CSV
Culture,6,Cultural Sociology,E. Consumption & Taste,Identity Consumption Theory,Colin Campbell,LXXXIV. Cultural Consumption (Identity),CSV
Culture,11,"Digital, Media & Algorithmic Culture",D. Technological Culture & STS,Technological Culture Theory,Manuel Castells,LXXXV. Cultural Studies of Technology,CSV
Culture,14,"Memory, Time, Trauma & Resilience",C. Cultural Time & Rhythms,Cultural Rhythms Theory,"N/A (Sociological concept, applied culturally)",LXXXVI. Cultural Studies of Time,CSV
Culture,13,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,Cultural Space Theory,Henri Lefebvre,LXXXVII. Cultural Studies of Space,CSV
Culture,5,British Cultural Studies (Birmingham School),D. Cultural Resistance,Cultural Resistance Theory,James C. Scott,LXXXVIII. Cultural Resistance,CSV
Culture,8,Global & Transnational Culture,C. Creolization & Transculturation,Cultural Creolization Theory,Édouard Glissant,LXXXIX. Cultural Hybridity (Global Context),CSV
Culture,11,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Surveillance Culture Theory,David Lyon,XC. Cultural Studies of Surveillance,CSV
Culture,2,Philosophy & Aesthetics of Culture,C. Authenticity in Culture,Authenticity in Culture Theory,"Dean MacCannell, Erving Goffman",XCI. Cultural Authenticity,CSV
Culture,8,Global & Transnational Culture,B. Diaspora & Deterritorialization,Reverse Cultural Flows Theory,Koichi Iwabuchi,XCII. Cultural Flows (Beyond Western),CSV
Culture,11,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Algorithmic Culture (Advanced Cultural Studies),Tarleton Gillespie,XCIII. Cultural Studies of Algorithms,CSV
Culture,13,"Material, Spatial & Heritage Culture",F. Heritage & Preservation,Contested Heritage Theory,Sharon Macdonald,XCIV. Cultural Politics of Memory (Advanced),CSV
Culture,6,Cultural Sociology,B. Taste & Distinction,Cultural Omnivore Theory,Richard A. Peterson,XCV. Cultural Sociology (Taste),CSV
Culture,13,"Material, Spatial & Heritage Culture",C. Waste & Discard,Waste and Culture Theory,Gay Hawkins,XCVI. Cultural Studies of Waste,CSV
Culture,13,"Material, Spatial & Heritage Culture",B. Food & Foodways,Global Foodways Theory,Sidney Mintz,XCVII. Cultural Studies of Food (Globalization),CSV
Culture,15,"Environment, Nature & Multispecies",B. Multispecies & Animal Studies,Multispecies Ethnography (Cultural),Anna Tsing,XCVIII. Cultural Studies of Animals,CSV
Culture,10,"Affect, Emotion & Embodiment",B. Emotions & Emotionology,Emotionology (Cultural),Peter N. Stearns,XCIX. Cultural Studies of Emotions,CSV
Culture,11,"Digital, Media & Algorithmic Culture",D. Technological Culture & STS,Lay Expertise (Cultural Studies of Science),Brian Wynne,C. Cultural Studies of Science (Lay Knowledge),CSV
Economics,III,Behavioral & Cognitive Economics,Foundations & Bounded Rationality,Prospect Theory,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational),CSV
Economics,III,Behavioral & Cognitive Economics,Foundations & Bounded Rationality,Bounded Rationality,Herbert A. Simon,I. Behavioral Economics (Foundational),CSV
Economics,III,Behavioral & Cognitive Economics,Foundations & Bounded Rationality,Framing Effect,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational),CSV
Economics,III,Behavioral & Cognitive Economics,Foundations & Bounded Rationality,Loss Aversion,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational),CSV
Economics,III,Behavioral & Cognitive Economics,Foundations & Bounded Rationality,Endowment Effect,"Richard Thaler, Daniel Kahneman, Jack Knetsch",I. Behavioral Economics (Foundational),CSV
Economics,III,Behavioral & Cognitive Economics,Foundations & Bounded Rationality,Anchoring Bias,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational),CSV
Economics,III,Behavioral & Cognitive Economics,Foundations & Bounded Rationality,Availability Heuristic,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational),CSV
Economics,III,Behavioral & Cognitive Economics,Foundations & Bounded Rationality,Representativeness Heuristic,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational),CSV
Economics,III,Behavioral & Cognitive Economics,Foundations & Bounded Rationality,Sunk Cost Fallacy,Richard Thaler,I. Behavioral Economics (Foundational),CSV
Economics,III,Behavioral & Cognitive Economics,Foundations & Bounded Rationality,Present Bias,"David Laibson, George Ainslie",I. Behavioral Economics (Foundational),CSV
Economics,III,Behavioral & Cognitive Economics,Intertemporal Choice & Self-Control,Hyperbolic Discounting,"David Laibson, George Ainslie",I. Behavioral Economics (Foundational) B. Intertemporal Choice & Self-Control,CSV
Economics,III,Behavioral & Cognitive Economics,Intertemporal Choice & Self-Control,Time Inconsistency,R.H. Strotz,I. Behavioral Economics (Foundational) B. Intertemporal Choice & Self-Control,CSV
Economics,III,Behavioral & Cognitive Economics,Intertemporal Choice & Self-Control,Self-Control Problems,"Richard Thaler, Hersh Shefrin",I. Behavioral Economics (Foundational) B. Intertemporal Choice & Self-Control,CSV
Economics,III,Behavioral & Cognitive Economics,Intertemporal Choice & Self-Control,Dual-Self Model,"Richard Thaler, Hersh Shefrin",I. Behavioral Economics (Foundational) B. Intertemporal Choice & Self-Control,CSV
Economics,III,Behavioral & Cognitive Economics,Social Preferences & Fairness,Fairness Theory (Economics),"Matthew Rabin, Ernst Fehr, Klaus Schmidt",I. Behavioral Economics (Foundational) C. Social Preferences,CSV
Economics,III,Behavioral & Cognitive Economics,Social Preferences & Fairness,Reciprocity (Economics),"Ernst Fehr, Armin Falk",I. Behavioral Economics (Foundational) C. Social Preferences,CSV
Economics,III,Behavioral & Cognitive Economics,Social Preferences & Fairness,Altruism (Economics),"James Andreoni, Gary Becker",I. Behavioral Economics (Foundational) C. Social Preferences,CSV
Economics,III,Behavioral & Cognitive Economics,Social Preferences & Fairness,Inequality Aversion,"Ernst Fehr, Klaus Schmidt",I. Behavioral Economics (Foundational) C. Social Preferences,CSV
Economics,III,Behavioral & Cognitive Economics,Nudges & Choice Architecture,Nudge Theory,"Richard Thaler, Cass Sunstein",I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture,CSV
Economics,III,Behavioral & Cognitive Economics,Nudges & Choice Architecture,Choice Architecture,"Richard Thaler, Cass Sunstein",I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture,CSV
Economics,III,Behavioral & Cognitive Economics,Nudges & Choice Architecture,Default Effect,"Eric J. Johnson, Daniel Goldstein",I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture,CSV
Economics,III,Behavioral & Cognitive Economics,Nudges & Choice Architecture,Libertarian Paternalism,"Cass Sunstein, Richard Thaler",I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture,CSV
Economics,III,Behavioral & Cognitive Economics,Other Biases & Heuristics,Mental Accounting Theory,Richard Thaler,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,CSV
Economics,III,Behavioral & Cognitive Economics,Other Biases & Heuristics,Status Quo Bias,"William Samuelson, Richard Zeckhauser",I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,CSV
Economics,III,Behavioral & Cognitive Economics,Other Biases & Heuristics,Overconfidence Bias,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,CSV
Economics,III,Behavioral & Cognitive Economics,Other Biases & Heuristics,Planning Fallacy,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,CSV
Economics,III,Behavioral & Cognitive Economics,Other Biases & Heuristics,Emotional Decision Making (Economics),George Loewenstein,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,CSV
Economics,III,Behavioral & Cognitive Economics,Neuroeconomics & Neuromarketing,Neuroeconomics (General),"Colin Camerer, George Loewenstein, Ernst Fehr",II. Neuroeconomics,CSV
Economics,III,Behavioral & Cognitive Economics,Neuroeconomics & Neuromarketing,Reward Prediction Error (Neuroeconomics),Wolfram Schultz,II. Neuroeconomics,CSV
Economics,III,Behavioral & Cognitive Economics,Neuroeconomics & Neuromarketing,Dual System Theory (Neuroeconomics),Daniel Kahneman,II. Neuroeconomics,CSV
Economics,III,Behavioral & Cognitive Economics,Neuroeconomics & Neuromarketing,Neurobiology of Fairness,Sanfey et al.,II. Neuroeconomics,CSV
Economics,III,Behavioral & Cognitive Economics,Neuroeconomics & Neuromarketing,Neurobiology of Trust,"Paul Zak, Ernst Fehr",II. Neuroeconomics,CSV
Economics,III,Behavioral & Cognitive Economics,Neuroeconomics & Neuromarketing,Hormonal Influences on Economic Behavior,"Joe Herbert, Paul Zak",II. Neuroeconomics,CSV
Economics,V,Information & Contract Economics,Asymmetric Information,Signaling Theory (Behavioral Economics),Michael Spence,III. Information Economics & Asymmetric Information,CSV
Economics,V,Information & Contract Economics,Asymmetric Information,Screening Theory (Behavioral Economics),Joseph Stiglitz,III. Information Economics,CSV
Economics,V,Information & Contract Economics,Asymmetric Information,Information Asymmetry (Behavioral Impact),George Akerlof,III. Information Economics,CSV
Economics,V,Information & Contract Economics,Asymmetric Information,Adverse Selection (Behavioral Economics),George Akerlof,III. Information Economics,CSV
Economics,V,Information & Contract Economics,Asymmetric Information,Moral Hazard (Behavioral Economics),Kenneth Arrow,III. Information Economics,CSV
Economics,IV,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,Behavioral Game Theory,Colin Camerer,IV. Behavioral Game Theory,CSV
Economics,IV,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,Social Norms (Economics),"Robert Axelrod, Sally Guttman",IV. Behavioral Game Theory,CSV
Economics,IV,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,Ultimatum Game (Behavioral Economics),Werner Güth,IV. Behavioral Game Theory,CSV
Economics,IV,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,Dictator Game (Behavioral Economics),Daniel Kahneman,IV. Behavioral Game Theory,CSV
Economics,IV,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,Learning in Games (Economics),"Drew Fudenberg, David K. Levine",IV. Behavioral Game Theory,CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,Consumer Choice Theory (Behavioral),"Herbert Simon, Daniel Kahneman",V. Psychology of Consumption & Choice,CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,Hedonic Consumption,Morris Holbrook,V. Psychology of Consumption,CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,Experiential Consumption,"Thomas Gilovich, Amit Kumar",V. Psychology of Consumption,CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,Endogenous Preferences,"Herbert Gintis, Samuel Bowles",V. Psychology of Consumption,CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,Habit Formation (Economics),"George J. Stigler, Gary Becker",V. Psychology of Consumption,CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,Reference-Dependent Preferences,"Daniel Kahneman, Amos Tversky",V. Psychology of Consumption,CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,Veblen Effect,Thorstein Veblen,V. Psychology of Consumption,CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,Snob Effect,Harvey Leibenstein,V. Psychology of Consumption,CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,Bandwagon Effect (Economics),Harvey Leibenstein,V. Psychology of Consumption,CSV
Economics,VI,Behavioral Finance & Asset Markets,Investor Psychology & Biases,Herd Behavior (Finance),Robert J. Shiller,VI. Behavioral Finance,CSV
Economics,VI,Behavioral Finance & Asset Markets,Investor Psychology & Biases,Speculative Bubbles (Behavioral),Robert J. Shiller,VI. Behavioral Finance,CSV
Economics,VI,Behavioral Finance & Asset Markets,Investor Psychology & Biases,Overconfidence Bias (Finance),Terrance Odean,VI. Behavioral Finance,CSV
Economics,VI,Behavioral Finance & Asset Markets,Investor Psychology & Biases,Confirmation Bias (Finance),N/A (Cognitive bias applied to finance),VI. Behavioral Finance,CSV
Economics,VI,Behavioral Finance & Asset Markets,Investor Psychology & Biases,Disposition Effect,"Hersh Shefrin, Meir Statman",VI. Behavioral Finance,CSV
Economics,VI,Behavioral Finance & Asset Markets,Investor Psychology & Biases,Mental Accounting (Finance),Richard Thaler,VI. Behavioral Finance,CSV
Economics,VI,Behavioral Finance & Asset Markets,Investor Psychology & Biases,Familiarity Bias,N/A (Common investor bias),VI. Behavioral Finance,CSV
Economics,X,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,Reference-Dependent Labor Supply,"Ernst Fehr, Lorenz Goette",VII. Behavioral Labor Economics,CSV
Economics,X,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,Fairness and Wage Setting,"George Akerlof, Janet Yellen",VII. Behavioral Labor Economics,CSV
Economics,X,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,Intrinsic Motivation (Labor),"Edward Deci, Richard Ryan",VII. Behavioral Labor Economics,CSV
Economics,X,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,Search Frictions (Behavioral),John B. Taylor,VII. Behavioral Labor Economics,CSV
Economics,VIII,Political Economy & Public Choice,Behavioral Public Economics,Warm-Glow Giving,James Andreoni,VIII. Behavioral Public Economics,CSV
Economics,VIII,Political Economy & Public Choice,Behavioral Public Economics,Social Norms and Tax Compliance,"Joel Slemrod, James Alm",VIII. Behavioral Public Economics,CSV
Economics,VIII,Political Economy & Public Choice,Behavioral Public Economics,Nudges in Public Policy,"Richard Thaler, Cass Sunstein",VIII. Behavioral Public Economics,CSV
Economics,VIII,Political Economy & Public Choice,Behavioral Public Economics,Salience Bias (Taxation),Raj Chetty,VIII. Behavioral Public Economics,CSV
Economics,IX,Development & Environmental Economics,Behavioral Development Economics,Poverty Traps (Behavioral),"Sendhil Mullainathan, Eldar Shafir",IX. Behavioral Development Economics,CSV
Economics,IX,Development & Environmental Economics,Behavioral Development Economics,Behavioral Interventions for Development,"Dean Karlan, Esther Duflo, Abhijit Banerjee",IX. Behavioral Development Economics,CSV
Economics,IX,Development & Environmental Economics,Environmental & Resource Economics,Social Norms and Environmental Behavior,Robert Cialdini,X. Behavioral Environmental Economics,CSV
Economics,IX,Development & Environmental Economics,Environmental & Resource Economics,Nudging Green Behavior,Cass Sunstein,X. Behavioral Environmental Economics,CSV
Economics,IX,Development & Environmental Economics,Health & Education Economics,Present Bias in Health,David Laibson,XI. Behavioral Health Economics,CSV
Economics,IX,Development & Environmental Economics,Health & Education Economics,Nudges in Health,Kevin Volpp,XI. Behavioral Health Economics,CSV
Economics,IX,Development & Environmental Economics,Health & Education Economics,Self-Control and Educational Outcomes,"Angela Duckworth, James Heckman",XII. Behavioral Education Economics,CSV
Economics,IX,Development & Environmental Economics,Health & Education Economics,Intrinsic Motivation in Education,"Edward Deci, Richard Ryan",XII. Behavioral Education Economics,CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Behavioral Industrial Organization,Behavioral Industrial Organization,Stefano DellaVigna,XIII. Behavioral Industrial Organization,CSV
Economics,VIII,Political Economy & Public Choice,Public Choice & Political Behavior,Voter Heuristics and Biases,"Bryan Caplan, Daniel Kahneman",XIV. Behavioral Political Economy,CSV
Economics,VIII,Political Economy & Public Choice,Public Choice & Political Behavior,Behavioral Institutional Design,Cass Sunstein,XIV. Behavioral Political Economy,CSV
Economics,VII,Institutional & Evolutionary Economics,Complexity & Agent-Based Economics,Complexity Economics,W. Brian Arthur,XV. Complexity Economics,CSV
Economics,VII,Institutional & Evolutionary Economics,Complexity & Agent-Based Economics,Agent-Based Computational Economics (ACE),"Leigh Tesfatsion, Thomas C. Schelling (related to models)",XV. Complexity Economics,CSV
