film_title,film_year,film_wikidata,tmdb_id,n_director_refs,director_slugs,rep_types,source
Microphone Test,1980,,,0,,,film_lineage
The Cruise,1981,,,0,,,film_lineage
Mon oncle Antoine,1971,,,0,,,film_lineage
Leolo,1992,,,0,,,film_lineage
Goin' Down the Road,1970,,,0,,,film_lineage
C.R.A.Z.Y.,2005,,,0,,,film_lineage
My Winnipeg,2007,,,0,,,film_lineage
Orders,1974,,,0,,,film_lineage
Let's Go with Pancho Villa,1936,,,0,,,film_lineage
The Young and the Damned,1950,,,0,,,film_lineage
El compadre Mendoza,1933,,,0,,,film_lineage
Aventurera,1949,,,0,,,film_lineage
Una familia de tantas,1948,,,0,,,film_lineage
Nazarín,1959,,,0,,,film_lineage
Él,1952,,,0,,,film_lineage
The Woman of the Port,1933,,,0,,,film_lineage
The Place Without Limits,1977,,,0,,,film_lineage
Ahí está el detalle,1940,,,0,,,film_lineage
Campeón sin corona,1945,,,0,,,film_lineage
Enamorada,1946,,,0,,,film_lineage
Pueblerina,1948,,,0,,,film_lineage
Canoa,1975,,,0,,,film_lineage
Los hermanos del hierro,1961,,,0,,,film_lineage
The Exterminating Angel,1962,,,0,,,film_lineage
Cadena perpetua,1978,,,0,,,film_lineage
El rey del barrio,1949,,,0,,,film_lineage
The Skeleton of Mrs. Morales,1959,,,0,,,film_lineage
Víctimas del pecado,1950,,,0,,,film_lineage
Tiburoneros,1962,,,0,,,film_lineage
Distinto amanecer,1943,,,0,,,film_lineage
Río Escondido,1948,,,0,,,film_lineage
La oveja negra,1949,,,0,,,film_lineage
La otra,1946,,,0,,,film_lineage
"Reed, México insurgente",1970,,,0,,,film_lineage
Nosotros los pobres,1947,,,0,,,film_lineage
Salón México,1948,,,0,,,film_lineage
Doña Perfecta,1950,,,0,,,film_lineage
Flor silvestre,1943,,,0,,,film_lineage
La sombra del caudillo,1960,,,0,,,film_lineage
Calabacitas tiernas,1948,,,0,,,film_lineage
Dos tipos de cuidado,1952,,,0,,,film_lineage
El vampiro,1957,,,0,,,film_lineage
La barraca,1944,,,0,,,film_lineage
María Candelaria,1943,,,0,,,film_lineage
El suavecito,1950,,,0,,,film_lineage
La diosa arrodillada,1947,,,0,,,film_lineage
Los confines,1992,,,0,,,film_lineage
El gallo de oro,1964,,,0,,,film_lineage
El topo,1969,,,0,,,film_lineage
Sensualidad,1950,,,0,,,film_lineage
El grito,1968,,,0,,,film_lineage
Danzón,1991,,,0,,,film_lineage
Susana,1950,,,0,,,film_lineage
The Criminal Life of Archibaldo de la Cruz,1955,,,0,,,film_lineage
Tlayucan,1961,,,0,,,film_lineage
Ladrón de cadáveres,1956,,,0,,,film_lineage
Los tres huastecos,1948,,,0,,,film_lineage
El bulto,1991,,,0,,,film_lineage
María de mi corazón,1979,,,0,,,film_lineage
La noche avanza,1951,,,0,,,film_lineage
A toda máquina,1951,,,0,,,film_lineage
Like Water for Chocolate,1992,,,0,,,film_lineage
México de mis recuerdos,1943,,,0,,,film_lineage
Los caifanes,1966,,,0,,,film_lineage
Macario,1959,,,0,,,film_lineage
El apando,1975,,,0,,,film_lineage
Cabeza de Vaca,1990,,,0,,,film_lineage
Juego de mentiras,1967,,,0,,,film_lineage
Rosauro Castro,1950,,,0,,,film_lineage
¡Esquina bajan!,1948,,,0,,,film_lineage
Doña Herlinda and Her Son,1984,,,0,,,film_lineage
Torero,1956,,,0,,,film_lineage
Santa,1931,,,0,,,film_lineage
Gángsters contra charros,1947,,,0,,,film_lineage
La mujer de Benjamín,1991,,,0,,,film_lineage
En la palma de tu mano,1950,,,0,,,film_lineage
Matinée,1976,,,0,,,film_lineage
Amor a la vuelta de la esquina,1985,,,0,,,film_lineage
Doña Diabla,1949,,,0,,,film_lineage
Mecánica nacional,1971,,,0,,,film_lineage
Doña Bárbara,1943,,,0,,,film_lineage
Los motivos de Luz,1985,,,0,,,film_lineage
Cronos,1992,,,0,,,film_lineage
Ángel de fuego,1991,,,0,,,film_lineage
Luponini de Chicago,1935,,,0,,,film_lineage
La perla,1945,,,0,,,film_lineage
Nocaut,1983,,,0,,,film_lineage
Santa,1943,,,0,,,film_lineage
Los tres García,1946,,,0,,,film_lineage
Águila o sol,1937,,,0,,,film_lineage
El baisano Jalil,1942,,,0,,,film_lineage
Janitzio,1934,,,0,,,film_lineage
Sólo con tu pareja,1991,,,0,,,film_lineage
Viento negro,1964,,,0,,,film_lineage
Allá en el Rancho Grande,1936,,,0,,,film_lineage
Historia de un gran amor,1942,,,0,,,film_lineage
Escuela de vagabundos,1954,,,0,,,film_lineage
La malquerida,1949,,,0,,,film_lineage
Las abandonadas,1944,,,0,,,film_lineage
Dos monjes,1934,,,0,,,film_lineage
Illusion Travels by Streetcar,1953,,,0,,,film_lineage
La cucaracha,1958,,,0,,,film_lineage
Espaldas mojadas,1953,,,0,,,film_lineage
The Grey Automobile,1919,,,0,,,film_lineage
Una carta de amor,1943,,,0,,,film_lineage
Naufragio,1977,,,0,,,film_lineage
Invasión,1969,,,0,,,film_lineage
El dependiente,1969,,,0,,,film_lineage
Crónica de un niño solo,1965,,,0,,,film_lineage
The Hour of the Furnaces,1968,,,0,,,film_lineage
"Juan, como si nada hubiera sucedido",1987,,,0,,,film_lineage
Silvia Prieto,1999,,,0,,,film_lineage
Nine Queens,2000,,,0,,,film_lineage
The Aura,2005,,,0,,,film_lineage
Los traidores,1973,,,0,,,film_lineage
El romance del Aniceto y la Francisca,1966,,,0,,,film_lineage
Extraordinary Stories,2008,,,0,,,film_lineage
Esperando la carroza,1985,,,0,,,film_lineage
Nazareno Cruz y el lobo,1975,,,0,,,film_lineage
Más allá del olvido,1956,,,0,,,film_lineage
Prisioneros de la tierra,1939,,,0,,,film_lineage
Rosaura a las diez,1958,,,0,,,film_lineage
Pajarito Gómez,1965,,,0,,,film_lineage
Los rubios,2003,,,0,,,film_lineage
La casa del ángel,1957,,,0,,,film_lineage
Camila,1984,,,0,,,film_lineage
Tire dié,1960,,,0,,,film_lineage
Samson & Delilah,2009,,,0,,,film_lineage
Chopper,2000,,,0,,,film_lineage
The Proposition,2005,,,0,,,film_lineage
Sweet Country,2017,,,0,,,film_lineage
Mystery Road,2013,,,0,,,film_lineage
Hail,2011,,,0,,,film_lineage
The Dressmaker,2015,,,0,,,film_lineage
The Dish,2000,,,0,,,film_lineage
Lion,2016,,,0,,,film_lineage
The Tracker,2002,,,0,,,film_lineage
Noise,2007,,,0,,,film_lineage
Kenny,2006,,,0,,,film_lineage
Sherpa,2015,,,0,,,film_lineage
Mary and Max,2009,,,0,,,film_lineage
Wolf Creek,2005,,,0,,,film_lineage
Predestination,2014,,,0,,,film_lineage
The Saragossa Manuscript,1965,,,0,,,film_lineage
Knife in the Water,1962,,,0,,,film_lineage
Night Train,1959,,,0,,,film_lineage
Blind Chance,1981,,,0,,,film_lineage
Bad Luck,1960,,,0,,,film_lineage
The Cruise,1970,,,0,,,film_lineage
Rain Clouds over Wushan,1996,,,0,,,film_lineage
Motel Cactus,1997,,,0,,,film_lineage
Xiao Wu,1997,,,0,,,film_lineage
Timeless Melody,1999,,,0,,,film_lineage
The Day I Became a Woman,2000,,,0,,,film_lineage
Flower Island,2001,,,0,,,film_lineage
Jealousy Is My Middle Name,2002,,,0,,,film_lineage
The Rite... A Passion,2002,,,0,,,film_lineage
The Missing,2003,,,0,,,film_lineage
Tiny Snowflakes,2003,,,0,,,film_lineage
This Charming Girl,2004,,,0,,,film_lineage
Grain in Ear,2005,,,0,,,film_lineage
Betelnut,2006,,,0,,,film_lineage
Love Conquers All,2006,,,0,,,film_lineage
Wonderful Town,2007,,,0,,,film_lineage
Life Track,2007,,,0,,,film_lineage
Flower in the Pocket,2007,,,0,,,film_lineage
Land of Scarecrows,2008,,,0,,,film_lineage
Naked of Defenses,2008,,,0,,,film_lineage
Kick Off,2009,,,0,,,film_lineage
I'm in Trouble,2009,,,0,,,film_lineage
The Journals of Musan,2010,,,0,,,film_lineage
Bleak Night,2010,,,0,,,film_lineage
Mourning,2011,,,0,,,film_lineage
Nino,2011,,,0,,,film_lineage
36,2012,,,0,,,film_lineage
Kayan,2012,,,0,,,film_lineage
Pascha,2013,,,0,,,film_lineage
Remote Control,2013,,,0,,,film_lineage
End of Winter,2014,,,0,,,film_lineage
Immortal,2015,,,0,,,film_lineage
Walnut Tree,2015,,,0,,,film_lineage
The Donor,2016,,,0,,,film_lineage
Knife in the Clear Water,2016,,,0,,,film_lineage
After My Death,2017,,,0,,,film_lineage
Blockage,2017,,,0,,,film_lineage
Clean Up,2018,,,0,,,film_lineage
Savage,2018,,,0,,,film_lineage
Haifa Street,2019,,,0,,,film_lineage
Rom,2019,,,0,,,film_lineage
A Balance,2020,,,0,,,film_lineage
Three,2020,,,0,,,film_lineage
The Apartment with Two Women,2021,,,0,,,film_lineage
"Farewell, My Hometown",2021,,,0,,,film_lineage
A Wild Roomer,2022,,,0,,,film_lineage
Shivamma,2022,,,0,,,film_lineage
Boli – The Wrestler,2023,,,0,,,film_lineage
September 1923,2023,,,0,,,film_lineage
Le Wazzou Polygame,1970,,,0,,,film_lineage
A Thousand and One Hands,1972,,,0,,,film_lineage
Muna Moto,1975,,,0,,,film_lineage
Baara,1978,,,0,,,film_lineage
Djeli,1981,,,0,,,film_lineage
Finyè,1982,,,0,,,film_lineage
Story of a Meeting,1983,,,0,,,film_lineage
Sarraounia,1986,,,0,,,film_lineage
Heritage Africa,1989,,,0,,,film_lineage
Tilaï,1990,,,0,,,film_lineage
Au nom du Christ,1993,,,0,,,film_lineage
Guimba,1995,,,0,,,film_lineage
Buud Yam,1997,,,0,,,film_lineage
Identity Pieces,1998,,,0,,,film_lineage
Ali Zaoua,2000,,,0,,,film_lineage
Drum,2004,,,0,,,film_lineage
Ezra,2007,,,0,,,film_lineage
Pegasus,2010,,,0,,,film_lineage
Fevers,2013,,,0,,,film_lineage
The Mercy of the Jungle,2018,,,0,,,film_lineage
The Gravedigger's Wife,2021,,,0,,,film_lineage
Ashkal,2022,,,0,,,film_lineage
"Katanga, la danse des scorpions",2024,,,0,,,film_lineage
Birthplace Unknown,1988,,,0,,,film_lineage
Ksjsiner,1988,,,0,,,film_lineage
Šķērsiela,1988,,,0,,,film_lineage
Christo in Paris,1990,,,0,,,film_lineage
Dreams and Silence,1991,,,0,,,film_lineage
La Memoria del agua,1992,,,0,,,film_lineage
Belovy,1992,,,0,,,film_lineage
Solo de wet van de Favela,1994,,,0,,,film_lineage
Délits Flagrants,1994,,,0,,,film_lineage
Atman,1996,,,0,,,film_lineage
Auf der Kippe,1996,,,0,,,film_lineage
Photographer,1998,,,0,,,film_lineage
André Hazes – Zij gelooft in mij,1999,,,0,,,film_lineage
The Sea That Thinks,2000,,,0,,,film_lineage
Family,2001,,,0,,,film_lineage
Stevie,2002,,,0,,,film_lineage
Checkpoint,2003,,,0,,,film_lineage
Stand van de maan,2004,,,0,,,film_lineage
My Grandmother's House,2005,,,0,,,film_lineage
The Monastery: Mr. Vig and the Nun,2006,,,0,,,film_lineage
Stranded,2007,,,0,,,film_lineage
Burma VJ: Reporting from a Closed Country,2008,,,0,,,film_lineage
Last Train Home,2009,,,0,,,film_lineage
Position Among the Stars,2010,,,0,,,film_lineage
Planet of Snail,2011,,,0,,,film_lineage
First Cousin Once Removed,2012,,,0,,,film_lineage
Song from the Forest,2013,,,0,,,film_lineage
Of Men and War,2014,,,0,,,film_lineage
Don Juan,2015,,,0,,,film_lineage
Nowhere to Hide,2016,,,0,,,film_lineage
The Other Side of Everything,2017,,,0,,,film_lineage
Reason,2018,,,0,,,film_lineage
In a Whisper,2019,,,0,,,film_lineage
Radiograph of a Family,2020,,,0,,,film_lineage
Octopus,2021,,,0,,,film_lineage
Manifesto,2022,,,0,,,film_lineage
1489,2023,,,0,,,film_lineage
Trains,2024,,,0,,,film_lineage
A Fox Under a Pink Moon,2025,,,0,,,film_lineage
Dans Grozny Dans,2002,,,0,,,film_lineage
Darwin's Nightmare,2004,,,0,,,film_lineage
The 3 Rooms of Melancholia,2004,,,0,,,film_lineage
Workingman's Death,2005,,,0,,,film_lineage
The White Diamond,2004,,,0,,,film_lineage
Black Sun,2005,,,0,,,film_lineage
Santa Fe Street,2007,,,0,,,film_lineage
Burma VJ,2008,,,0,,,film_lineage
Trash Humpers,2009,,,0,,,film_lineage
Le Quattro Volte,2010,,,0,,,film_lineage
Two Years at Sea,2011,,,0,,,film_lineage
Bloody Beans,2013,,,0,,,film_lineage
God Bless the Child,2015,,,0,,,film_lineage
Last Men in Aleppo,2017,,,0,,,film_lineage
The Raft,2018,,,0,,,film_lineage
Ridge,2019,,,0,,,film_lineage
Songs of Repression,2020,,,0,,,film_lineage
The Last Shelter,2021,,,0,,,film_lineage
The Eclipse,2022,,,0,,,film_lineage
Motherland,2023,,,0,,,film_lineage
The Flats,2024,,,0,,,film_lineage
Always,2025,,,0,,,film_lineage
Heroic Times,1984,,,0,,,film_lineage
When the Wind Blows,1986,,,0,,,film_lineage
Alice,1988,,,0,,,film_lineage
Robinson & Co.,1991,,,0,,,film_lineage
Porco Rosso,1992,,,0,,,film_lineage
Pom Poko,1994,,,0,,,film_lineage
James and the Giant Peach,1996,,,0,,,film_lineage
I Married a Strange Person!,1997,,,0,,,film_lineage
Kirikou and the Sorceress,1998,,,0,,,film_lineage
Mutant Aliens,2001,,,0,,,film_lineage
"My Beautiful Girl, Mari",2002,,,0,,,film_lineage
My Life as McDull,2001,,,0,,,film_lineage
Oseam,2003,,,0,,,film_lineage
The District!,2004,,,0,,,film_lineage
Renaissance,2006,,,0,,,film_lineage
Free Jimmy,2006,,,0,,,film_lineage
Sita Sings the Blues,2008,,,0,,,film_lineage
Coraline,2009,,,0,,,film_lineage
Fantastic Mr. Fox,2009,,,0,,,film_lineage
The Rabbi's Cat,2011,,,0,,,film_lineage
Crulic: The Path to Beyond,2011,,,0,,,film_lineage
Rio 2096: A Story of Love and Fury,2013,,,0,,,film_lineage
Boy and the World,2013,,,0,,,film_lineage
April and the Extraordinary World,2015,,,0,,,film_lineage
My Life as a Zucchini,2016,,,0,,,film_lineage
Lu over the Wall,2017,,,0,,,film_lineage
Funan,2018,,,0,,,film_lineage
I Lost My Body,2019,,,0,,,film_lineage
"Calamity, a Childhood of Martha Jane Cannary",2020,,,0,,,film_lineage
Flee,2021,,,0,,,film_lineage
Little Nicholas: Happy As Can Be,2022,,,0,,,film_lineage
Chicken for Linda!,2023,,,0,,,film_lineage
Memoir of a Snail,2024,,,0,,,film_lineage
Arco,2025,,,0,,,film_lineage
Holiday,1930,,,0,,,film_lineage
Laughter,1930,,,0,,,film_lineage
The Man from Blankley's,1930,,,0,,,film_lineage
Men Without Women,1930,,,0,,,film_lineage
Outward Bound,1930,,,0,,,film_lineage
Romance,1930,,,0,,,film_lineage
Street of Chance,1930,,,0,,,film_lineage
Tol'able David,1930,,,0,,,film_lineage
City Streets,1931,,,0,,,film_lineage
Dishonored,1931,,,0,,,film_lineage
The Front Page,1931,,,0,,,film_lineage
The Guardsman,1931,,,0,,,film_lineage
Quick Millions,1931,,,0,,,film_lineage
Rango,1931,,,0,,,film_lineage
Surrender,1931,,,0,,,film_lineage
As You Desire Me,1932,,,0,,,film_lineage
A Bill of Divorcement,1932,,,0,,,film_lineage
A Farewell to Arms,1932,,,0,,,film_lineage
Madame Racketeer,1932,,,0,,,film_lineage
Payment Deferred,1932,,,0,,,film_lineage
Tarzan the Ape Man,1932,,,0,,,film_lineage
Two Seconds,1932,,,0,,,film_lineage
Berkeley Square,1933,,,0,,,film_lineage
Mama Loves Papa,1933,,,0,,,film_lineage
The Pied Piper,1933,,,0,,,film_lineage
State Fair,1933,,,0,,,film_lineage
Three-Cornered Moon,1933,,,0,,,film_lineage
Zoo in Budapest,1933,,,0,,,film_lineage
The Count of Monte Cristo,1934,,,0,,,film_lineage
Crime Without Passion,1934,,,0,,,film_lineage
Eskimo,1933,,,0,,,film_lineage
The First World War,1934,,,0,,,film_lineage
The Lost Patrol,1934,,,0,,,film_lineage
Lot in Sodom,1934,,,0,,,film_lineage
No Greater Glory,1934,,,0,,,film_lineage
Alice Adams,1935,,,0,,,film_lineage
Anna Karenina,1935,,,0,,,film_lineage
David Copperfield,1935,,,0,,,film_lineage
The Gilded Lily,1935,,,0,,,film_lineage
Les Misérables,1935,,,0,,,film_lineage
The Lives of a Bengal Lancer,1935,,,0,,,film_lineage
Ruggles of Red Gap,1935,,,0,,,film_lineage
Who Killed Cock Robin?,1935,,,0,,,film_lineage
Fury,1936,,,0,,,film_lineage
Winterset,1936,,,0,,,film_lineage
The Devil Is a Sissy,1936,,,0,,,film_lineage
Ceiling Zero,1936,,,0,,,film_lineage
Romeo and Juliet,1936,,,0,,,film_lineage
The Prisoner of Shark Island,1936,,,0,,,film_lineage
Green Pastures,1936,,,0,,,film_lineage
Black Legion,1937,,,0,,,film_lineage
They Won't Forget,1937,,,0,,,film_lineage
A Star Is Born,1937,,,0,,,film_lineage
Stage Door,1937,,,0,,,film_lineage
The Beachcomber,1938,,,0,,,film_lineage
To the Victor,1938,,,0,,,film_lineage
Sing You Sinners,1938,,,0,,,film_lineage
The Edge of the World,1938,,,0,,,film_lineage
Of Human Hearts,1938,,,0,,,film_lineage
South Riding,1938,,,0,,,film_lineage
Three Comrades,1938,,,0,,,film_lineage
Of Mice and Men,1939,,,0,,,film_lineage
Our Town,1940,,,0,,,film_lineage
The Long Voyage Home,1940,,,0,,,film_lineage
Foreign Correspondent,1940,,,0,,,film_lineage
The Biscuit Eater,1940,,,0,,,film_lineage
Gone with the Wind,1940,,,0,,,film_lineage
The Little Foxes,1941,,,0,,,film_lineage
The Stars Look Down,1941,,,0,,,film_lineage
"Tom, Dick and Harry",1941,,,0,,,film_lineage
Road to Zanzibar,1941,,,0,,,film_lineage
One of Our Aircraft Is Missing,1942,,,0,,,film_lineage
Journey for Margaret,1942,,,0,,,film_lineage
Wake Island,1942,,,0,,,film_lineage
The Male Animal,1942,,,0,,,film_lineage
The Major and the Minor,1942,,,0,,,film_lineage
Sullivan's Travels,1942,,,0,,,film_lineage
The Moon and Sixpence,1942,,,0,,,film_lineage
The Pied Piper,1942,,,0,,,film_lineage
Air Force,1943,,,0,,,film_lineage
Holy Matrimony,1943,,,0,,,film_lineage
The Hard Way,1943,,,0,,,film_lineage
Lassie Come Home,1943,,,0,,,film_lineage
Bataan,1943,,,0,,,film_lineage
The Moon Is Down,1943,,,0,,,film_lineage
The Next of Kin,1943,,,0,,,film_lineage
The Miracle of Morgan's Creek,1944,,,0,,,film_lineage
Hail the Conquering Hero,1944,,,0,,,film_lineage
The Song of Bernadette,1944,,,0,,,film_lineage
Thirty Seconds Over Tokyo,1944,,,0,,,film_lineage
Thunder Rock,1944,,,0,,,film_lineage
Lifeboat,1944,,,0,,,film_lineage
The Southerner,1945,,,0,,,film_lineage
The Story of G.I. Joe,1945,,,0,,,film_lineage
The Life and Death of Colonel Blimp,1945,,,0,,,film_lineage
A Tree Grows In Brooklyn,1945,,,0,,,film_lineage
The Fighting Lady,1945,,,0,,,film_lineage
The Way Ahead,1945,,,0,,,film_lineage
The Clock,1945,,,0,,,film_lineage
"Rome, Open City",1946,,,0,,,film_lineage
Brief Encounter,1946,,,0,,,film_lineage
A Walk in the Sun,1945,,,0,,,film_lineage
It Happened at the Inn,1946,,,0,,,film_lineage
The Diary of a Chambermaid,1946,,,0,,,film_lineage
The Killers,1946,,,0,,,film_lineage
Anna and the King of Siam,1946,,,0,,,film_lineage
Boomerang!,1947,,,0,,,film_lineage
Odd Man Out,1947,,,0,,,film_lineage
To Live in Peace,1947,,,0,,,film_lineage
It's a Wonderful Life,1947,,,0,,,film_lineage
The Overlanders,1947,,,0,,,film_lineage
Day of Wrath,1948,,,0,,,film_lineage
The Search,1948,,,0,,,film_lineage
Louisiana Story,1948,,,0,,,film_lineage
Joan of Arc,1948,,,0,,,film_lineage
The Men,1950,,,0,,,film_lineage
Edge of Doom,1950,,,0,,,film_lineage
Twelve O'Clock High,1950,,,0,,,film_lineage
Panic in the Streets,1950,,,0,,,film_lineage
No Way Out,1950,,,0,,,film_lineage
Stage Fright,1950,,,0,,,film_lineage
The Red Badge of Courage,1951,,,0,,,film_lineage
Decision Before Dawn,1951,,,0,,,film_lineage
Quo Vadis,1951,,,0,,,film_lineage
Fourteen Hours,1951,,,0,,,film_lineage
5 Fingers,1952,,,0,,,film_lineage
The Snows of Kilimanjaro,1952,,,0,,,film_lineage
The Thief,1952,,,0,,,film_lineage
Above and Beyond,1952,,,0,,,film_lineage
My Son John,1952,,,0,,,film_lineage
Martin Luther,1953,,,0,,,film_lineage
Lili,1953,,,0,,,film_lineage
Little Fugitive,1953,,,0,,,film_lineage
Mogambo,1953,,,0,,,film_lineage
Seven Brides for Seven Brothers,1954,,,0,,,film_lineage
Executive Suite,1954,,,0,,,film_lineage
The Vanishing Prairie,1954,,,0,,,film_lineage
Sabrina,1954,,,0,,,film_lineage
"20,000 Leagues Under the Sea",1954,,,0,,,film_lineage
The Unconquered,1954,,,0,,,film_lineage
Beat the Devil,1954,,,0,,,film_lineage
Mister Roberts,1955,,,0,,,film_lineage
Summertime,1955,,,0,,,film_lineage
A Man Called Peter,1955,,,0,,,film_lineage
Not as a Stranger,1955,,,0,,,film_lineage
Picnic,1955,,,0,,,film_lineage
The African Lion,1955,,,0,,,film_lineage
Moby Dick,1956,,,0,,,film_lineage
Lust for Life,1956,,,0,,,film_lineage
Somebody Up There Likes Me,1956,,,0,,,film_lineage
The Catered Affair,1956,,,0,,,film_lineage
The Man Who Never Was,1956,,,0,,,film_lineage
Bus Stop,1956,,,0,,,film_lineage
The Spirit of St. Louis,1957,,,0,,,film_lineage
The Rising of the Moon,1957,,,0,,,film_lineage
Albert Schweitzer,1957,,,0,,,film_lineage
Funny Face,1957,,,0,,,film_lineage
The Bachelor Party,1957,,,0,,,film_lineage
The Enemy Below,1957,,,0,,,film_lineage
A Farewell to Arms,1957,,,0,,,film_lineage
The Last Hurrah,1958,,,0,,,film_lineage
"The Long, Hot Summer",1958,,,0,,,film_lineage
Windjammer,1958,,,0,,,film_lineage
Cat on a Hot Tin Roof,1958,,,0,,,film_lineage
The Goddess,1958,,,0,,,film_lineage
The Brothers Karamazov,1958,,,0,,,film_lineage
Me and the Colonel,1958,,,0,,,film_lineage
The Alamo,1960,,,0,,,film_lineage
The Sundowners,1960,,,0,,,film_lineage
Sunrise at Campobello,1960,,,0,,,film_lineage
Home from the Hill,1960,,,0,,,film_lineage
Wild River,1960,,,0,,,film_lineage
The Dark at the Top of the Stairs,1960,,,0,,,film_lineage
The Innocents,1961,,,0,,,film_lineage
The Hoodlum Priest,1961,,,0,,,film_lineage
Summer and Smoke,1961,,,0,,,film_lineage
The Young Doctors,1961,,,0,,,film_lineage
"One, Two, Three",1961,,,0,,,film_lineage
Fanny,1961,,,0,,,film_lineage
Billy Budd,1962,,,0,,,film_lineage
Whistle Down the Wind,1962,,,0,,,film_lineage
Requiem for a Heavyweight,1962,,,0,,,film_lineage
War Hunt,1962,,,0,,,film_lineage
All the Way Home,1963,,,0,,,film_lineage
Lord of the Flies,1963,,,0,,,film_lineage
The L-Shaped Room,1963,,,0,,,film_lineage
The Great Escape,1963,,,0,,,film_lineage
Girl with Green Eyes,1964,,,0,,,film_lineage
The World of Henry Orient,1964,,,0,,,film_lineage
Zorba the Greek,1964,,,0,,,film_lineage
Topkapi,1964,,,0,,,film_lineage
The Chalk Garden,1964,,,0,,,film_lineage
The Finest Hours,1964,,,0,,,film_lineage
Four Days in November,1964,,,0,,,film_lineage
Séance on a Wet Afternoon,1964,,,0,,,film_lineage
The Agony and the Ecstasy,1965,,,0,,,film_lineage
Ship of Fools,1965,,,0,,,film_lineage
The Spy Who Came in from the Cold,1965,,,0,,,film_lineage
The Greatest Story Ever Told,1965,,,0,,,film_lineage
A Thousand Clowns,1965,,,0,,,film_lineage
The Train,1965,,,0,,,film_lineage
Born Free,1966,,,0,,,film_lineage
The Bible: In the Beginning...,1966,,,0,,,film_lineage
Georgy Girl,1966,,,0,,,film_lineage
"John F. Kennedy: Years of Lightning, Day of Drums",1966,,,0,,,film_lineage
It Happened Here,1966,,,0,,,film_lineage
Shakespeare Wallah,1966,,,0,,,film_lineage
Ulysses,1967,,,0,,,film_lineage
In Cold Blood,1967,,,0,,,film_lineage
The Family Way,1967,,,0,,,film_lineage
The Taming of the Shrew,1967,,,0,,,film_lineage
Doctor Dolittle,1967,,,0,,,film_lineage
The Comedians,1967,,,0,,,film_lineage
Romeo and Juliet,1968,,,0,,,film_lineage
Yellow Submarine,1968,,,0,,,film_lineage
"Rachel, Rachel",1968,,,0,,,film_lineage
The Subject Was Roses,1968,,,0,,,film_lineage
Planet of the Apes,1968,,,0,,,film_lineage
Kes,1970,,,0,,,film_lineage
Ryan's Daughter,1970,,,0,,,film_lineage
I Never Sang for My Father,1970,,,0,,,film_lineage
Diary of a Mad Housewife,1970,,,0,,,film_lineage
The Virgin and the Gypsy,1970,,,0,,,film_lineage
Tora! Tora! Tora!,1970,,,0,,,film_lineage
The Boy Friend,1971,,,0,,,film_lineage
One Day in the Life of Ivan Denisovich,1971,,,0,,,film_lineage
Nicholas and Alexandra,1971,,,0,,,film_lineage
King Lear,1971,,,0,,,film_lineage
The Tales of Beatrix Potter,1971,,,0,,,film_lineage
Man of La Mancha,1972,,,0,,,film_lineage
Sounder,1972,,,0,,,film_lineage
1776,1972,,,0,,,film_lineage
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1972,,,0,,,film_lineage
The Ruling Class,1972,,,0,,,film_lineage
Frenzy,1972,,,0,,,film_lineage
Bang the Drum Slowly,1973,,,0,,,film_lineage
Serpico,1973,,,0,,,film_lineage
The Last American Hero,1973,,,0,,,film_lineage
The Day of the Dolphin,1973,,,0,,,film_lineage
The Way We Were,1973,,,0,,,film_lineage
The Homecoming,1973,,,0,,,film_lineage
Murder on the Orient Express,1974,,,0,,,film_lineage
Thieves Like Us,1974,,,0,,,film_lineage
Lenny,1974,,,0,,,film_lineage
Daisy Miller,1974,,,0,,,film_lineage
The Three Musketeers,1973,,,0,,,film_lineage
Conduct Unbecoming,1975,,,0,,,film_lineage
The Day of the Locust,1975,,,0,,,film_lineage
The Passenger,1975,,,0,,,film_lineage
Hearts of the West,1975,,,0,,,film_lineage
"Farewell, My Lovely",1975,,,0,,,film_lineage
The Last Tycoon,1976,,,0,,,film_lineage
The Seven-Per-Cent Solution,1976,,,0,,,film_lineage
The Front,1976,,,0,,,film_lineage
The Shootist,1976,,,0,,,film_lineage
Family Plot,1976,,,0,,,film_lineage
Silent Movie,1976,,,0,,,film_lineage
Obsession,1976,,,0,,,film_lineage
Saturday Night Fever,1977,,,0,,,film_lineage
Equus,1977,,,0,,,film_lineage
The Picture Show Man,1977,,,0,,,film_lineage
"Harlan County, USA",1977,,,0,,,film_lineage
Interiors,1978,,,0,,,film_lineage
Movie Movie,1978,,,0,,,film_lineage
Pretty Baby,1978,,,0,,,film_lineage
Comes a Horseman,1978,,,0,,,film_lineage
The Great Santini,1980,,,0,,,film_lineage
The Stunt Man,1980,,,0,,,film_lineage
My Bodyguard,1980,,,0,,,film_lineage
Resurrection,1980,,,0,,,film_lineage
Stevie,1978,,,0,,,film_lineage
Prince of the City,1981,,,0,,,film_lineage
Breaker Morant,1981,,,0,,,film_lineage
The Verdict,1982,,,0,,,film_lineage
An Officer and a Gentleman,1982,,,0,,,film_lineage
The World According to Garp,1982,,,0,,,film_lineage
The Chosen,1981,,,0,,,film_lineage
The Right Stuff,1983,,,0,,,film_lineage
Testament,1983,,,0,,,film_lineage
Cross Creek,1983,,,0,,,film_lineage
Mass Appeal,1984,,,0,,,film_lineage
Country,1984,,,0,,,film_lineage
