id,name,publisher,country,language,homepage_url,archive_url,rss_url,sitemap_url,article_url_pattern,render_mode,content_types,cadence,est_archive_size,paywall,robots_url,robots_ai_stance,robots_crawl_delay,api_available,license_terms_url,trust_tier,ingest_recommendation,editorial_note,evidence_urls
119,[in]Transition: Journal of Videographic Film & Moving Image Studies,Open Library of Humanities (Janeway); official video-essay journal of SCMS,United Kingdom,en,https://intransition.openlibhums.org,https://intransition.openlibhums.org/issue/,unknown,unknown,/article/id/{id}/,static,academic;video-essays;essays,irregular,unknown,none,https://intransition.openlibhums.org/robots.txt,allows,none,unknown,unknown,2,permission-needed,"First peer-reviewed journal of videographic criticism (launched 2014 on MediaCommons; joined Open Library of Humanities/Janeway; official SCMS video-essay journal from 2024). Open access, CC-licensed. web_fetch fetcher in timeout (180s) -> robots/sitemap/render not verifiable; OA candidate but note articles are videographic (av media), limited text. HOLD: verify robots/render via browser.",https://intransition.openlibhums.org/;https://www.openlibhums.org/news/681/;https://mediacommons.org/intransition/about;https://intransition.openlibhums.org/robots.txt
120,Frames Cinema Journal,University of St Andrews (Dept. of Film Studies postgraduates),United Kingdom,en,https://framescinemajournal.com,https://framescinemajournal.com/issues/,unknown,https://framescinemajournal.com/sitemap.xml,/article/{slug}/,static,academic;essays;video-essays,annual,unknown,none,https://framescinemajournal.com/robots.txt,allows,none,unknown,unknown,3,permission-needed,"Annual peer-reviewed OA journal (est. 2012, ISSN 2053-8812) run by Film Studies postgraduates at U. of St Andrews; CC BY 4.0; also hosted on St Andrews OJS (ojs.st-andrews.ac.uk/index.php/FCJ). web_fetch fetcher in timeout (180s) -> robots/sitemap/render not verifiable; OA candidate. HOLD: verify robots/render + main platform via browser.",https://framescinemajournal.com/;https://framescinemajournal.com/vision/;https://ojs.st-andrews.ac.uk/index.php/FCJ/about;https://framescinemajournal.com/robots.txt;https://framescinemajournal.com
121,Cinema: Journal of Philosophy and the Moving Image,CineLab / NOVA Institute of Philosophy (IFILNOVA) - NOVA University Lisbon,Portugal,en;pt,https://cinema.fcsh.unl.pt/index.php/revista,https://cinema.fcsh.unl.pt/index.php/revista/issue/archive,unknown,unknown,/index.php/revista/article/view/{id},static,academic;essays;reviews;interviews,annual,unknown,none,https://cinema.fcsh.unl.pt/robots.txt,allows,none,unknown,unknown,2,permission-needed,"International OA peer-reviewed journal of film & philosophy, pub. CineLab/IFILNOVA at NOVA University Lisbon; accepts EN/PT; indexed Scopus/ESCI; OJS platform (current), older issues at cjpmi.ifilnova.pt. web_fetch fetcher in timeout (180s) -> robots/sitemap/render not verifiable; OA candidate. HOLD: verify robots/render via browser.",https://ifilnova.pt/en/digital-library/cinema-journal-of-philosophy-and-the-moving-image/;https://cinema.fcsh.unl.pt/index.php/revista/about;http://cjpmi.ifilnova.pt/9-contents;https://cinema.fcsh.unl.pt/robots.txt;https://cinema.fcsh.unl.pt/index.php/revista
122,Metrograph Journal,The Metrograph (Metrograph Pictures),United States,en,https://metrograph.com/journal,unknown,unknown,https://metrograph.com/sitemap_index.xml,/{slug},static,essays;interviews;reviews,irregular,unknown,unknown,https://metrograph.com/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Editorial wing of the Metrograph arthouse cinema (Lower East Side, NYC); biannual print Journal plus online essays/interviews (Eastwood, Ari Aster, Yiyun Li). Tier 2 institutional-adjacent. web_fetch dead this session: robots/sitemap/render/paywall unverified.",https://metrograph.com/magazine/;https://en.wikipedia.org/wiki/The_Metrograph;https://letterboxd.com/metrograph/;https://metrograph.com/robots.txt;https://metrograph.com/journal
123,Filmmaker Magazine,The Gotham Film & Media Institute (formerly IFP),United States,en,https://filmmakermagazine.com,unknown,unknown,http://filmmakermagazine.com/sitemap.xml,/{slug},static,interviews;essays;reviews;news,quarterly,unknown,unknown,https://filmmakermagazine.com/robots.txt,allows,1,unknown,unknown,2,permission-needed,Quarterly indie-film magazine founded 1992; published by nonprofit The Gotham (formerly Independent Filmmaker Project). Strong interviews/craft focus. web_fetch dead this session: robots/sitemap/render/paywall unverified.,https://en.wikipedia.org/wiki/Filmmaker_(magazine);https://filmmakermagazine.com/contact/;https://ifp.org/about/staff;https://filmmakermagazine.com/robots.txt;homepage
124,The Brooklyn Rail (Film section),"The Brooklyn Rail, Inc.",United States,en,https://brooklynrail.org,unknown,unknown,https://brooklynrail.org/sitemap.xml,/{issue}/film/{slug},unknown,reviews;essays;interviews,monthly,unknown,unknown,https://brooklynrail.org/robots.txt,disallows,none,unknown,unknown,2,avoid,"Independent NYC arts/culture journal (publisher Phong H. Bui); robust Film section edited by Laura Jane Valenza and Edward Charles Mendez. Nonprofit, free online. web_fetch dead this session: robots/sitemap/render/paywall unverified.",https://brooklynrail.org/about/;https://brooklynrail.org/about/staff/;https://en.wikipedia.org/wiki/The_Brooklyn_Rail;https://brooklynrail.org/robots.txt
125,cléo journal,"Rad Lady Enterprises, Inc.",Canada,en,https://cleojournal.com,unknown,unknown,unknown,/{year}/{month}/{day}/{slug}/,static,essays;reviews;interviews,irregular,unknown,unknown,https://cleojournal.com/robots.txt,allows,10,unknown,unknown,2,permission-needed,Canadian journal of film and feminism founded 2013 by Kiva Reardon; intersectional feminist criticism. Ceased active publication after Ontario Arts Council cuts but archive remains online. web_fetch dead this session: robots/sitemap/render/paywall unverified.,https://cleojournal.com/;https://www.indiewire.com/2017/01/cleo-journal-feminism-female-film-critics-patreon-1201769467/;https://en.wikipedia.org/wiki/Kiva_Reardon;https://cleojournal.com/robots.txt;https://cleojournal.com
126,Seventh Row,Seventh Row,Canada,en,https://seventh-row.com,unknown,unknown,unknown,/{slug},static,reviews;essays;interviews;festival-reports,irregular,unknown,unknown,https://seventh-row.com/robots.txt,allows,none,unknown,unknown,3,permission-needed,Canadian not-for-profit in-depth film and theatre criticism founded 2013 by Alex Heeney (Editor-in-Chief); membership/ebook model. Niche but respected. web_fetch dead this session: robots/sitemap/render/paywall unverified.,https://seventh-row.com/about-3/;https://seventh-row.com/contact/;https://oaffc.com/members/alex-heeney/;https://seventh-row.com/robots.txt;https://seventh-row.com
127,POV Magazine,POV Magazine (founded by Documentary Organization of Canada),Canada,en,https://povmagazine.com,unknown,unknown,unknown,/{slug},static,reviews;essays;interviews;festival-reports,irregular,unknown,unknown,https://povmagazine.com/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Canada's documentary-culture magazine, founded 1990 by DOC, separately incorporated 2010; biannual print plus active online. Editor Marc Glassman, publisher Pat Mullen. web_fetch dead this session: robots/sitemap/render/paywall unverified.",https://povmagazine.com/about-us/;https://povmagazine.com/who-we-are/;https://en.wikipedia.org/wiki/Documentary_Organization_of_Canada;https://povmagazine.com/robots.txt;https://povmagazine.com
128,Metro Magazine (ATOM),Australian Teachers of Media (ATOM),Australia,en,https://www.metromagazine.com.au,unknown,unknown,unknown,unknown,static,essays;reviews;interviews;academic,quarterly,unknown,unknown,https://www.metromagazine.com.au/robots.txt,disallows,none,unknown,unknown,2,avoid,"International film and screen-culture journal specialising in Australasian/Pacific film, published quarterly since 1974 by nonprofit ATOM. On hiatus from No 215 (2023). web_fetch dead this session: robots/sitemap/render/paywall unverified.",https://search.informit.org/journal/metro;https://en.wikipedia.org/wiki/Australian_Teachers_of_Media;https://www.metromagazine.com.au/atom/contact_us.html;https://www.metromagazine.com.au/robots.txt;https://www.metromagazine.com.au
129,The Film Verdict,The Film Verdict,United States,en,https://thefilmverdict.com,unknown,unknown,https://thefilmverdict.com/sitemap.xml,/{slug}/,static,reviews;festival-reports;interviews;news,daily,unknown,unknown,https://thefilmverdict.com/robots.txt,allows,none,unknown,unknown,3,permission-needed,"Global film-review site (Rome/Paris/London/LA/etc.) launched 2021; President/Publisher Eric Mika, editor/senior critic Deborah Young (ex-THR/Variety). Trade-adjacent but criticism-forward. web_fetch dead this session: robots/sitemap/render/paywall unverified.",https://thefilmverdict.com/;https://thefilmverdict.com/publisher/;https://thefilmverdict.com/reviewers/;https://thefilmverdict.com/robots.txt;homepage
130,Film Inquiry,Film Inquiry,United States,en,https://www.filminquiry.com,unknown,unknown,unknown,/{slug}/,unknown,reviews;essays;interviews,daily,unknown,unknown,https://www.filminquiry.com/robots.txt,disallows,none,unknown,unknown,3,avoid,"Independent volunteer-run film magazine; in-depth features, progressive editorial stance, pitch-before-submit policy. Niche tier 3. web_fetch dead this session: robots/sitemap/render/paywall unverified.",https://www.filminquiry.com/about/;https://www.filminquiry.com/write-for-us/;https://www.filminquiry.com/contact-us/;https://www.filminquiry.com/robots.txt
131,Vague Visages,Vague Visages (Q.V. Hough),United States,en,https://vaguevisages.com,unknown,unknown,https://vaguevisages.com/sitemap.xml,/{slug}/,static,reviews;essays,irregular,unknown,unknown,https://vaguevisages.com/robots.txt,allows,none,unknown,unknown,3,permission-needed,Independent film/TV/music criticism site founded 2014 by Q.V. Hough (founding editor/owner). World-cinema focus. Niche tier 3. web_fetch dead this session: robots/sitemap/render/paywall unverified.,https://vaguevisages.com/about-vague-visages/;https://vaguevisages.com/about-q-v-hough/;https://muckrack.com/media-outlet/vaguevisages;https://vaguevisages.com/robots.txt;https://vaguevisages.com
132,Screen Anarchy,Screen Anarchy (formerly TwitchFilm),Canada,en,https://screenanarchy.com,unknown,unknown,https://screenanarchy.com/sitemap_googlenews.xml,/{year}/{month}/{slug}.html,static,news;reviews;interviews;festival-reports,daily,unknown,unknown,https://screenanarchy.com/robots.txt,allows,none,unknown,unknown,3,permission-needed,"Canadian English-language site (founded 2004 by Todd Brown, formerly TwitchFilm) covering international, independent and cult film. News-heavy but with sustained reviews/criticism. web_fetch dead this session: robots/sitemap/render/paywall unverified.",https://screenanarchy.com/about/;https://en.wikipedia.org/wiki/ScreenAnarchy;https://muckrack.com/media-outlet/screenanarchy;https://screenanarchy.com/robots.txt;https://screenanarchy.com
133,Kinema (Univ. of Waterloo),University of Waterloo Libraries,Canada,en,https://openjournals.uwaterloo.ca/index.php/kinema,unknown,unknown,unknown,/index.php/kinema/article/view/{id},static,academic;essays;festival-reports,quarterly,unknown,unknown,https://openjournals.uwaterloo.ca/robots.txt,allows,60,unknown,unknown,2,permission-needed,"Peer-reviewed open-access journal for film and audiovisual media, est. 1993 at Univ. of Waterloo (Film Studies); online/OA since 1995, on OJS via UW Libraries since 2019. Academic. web_fetch dead this session: robots/sitemap/render/paywall unverified.",https://openjournals.uwaterloo.ca/index.php/kinema/about;https://openjournals.uwaterloo.ca/index.php/kinema;https://www.scilit.com/sources/100901;https://openjournals.uwaterloo.ca/robots.txt
134,MovieMaker,MovieMaker Magazine,United States,en,https://www.moviemaker.com,unknown,unknown,https://www.moviemaker.com/sitemap_index.xml,/{slug}/,static,interviews;news;essays;reviews,irregular,unknown,unknown,https://www.moviemaker.com/robots.txt,allows,10,unknown,unknown,3,permission-needed,"Independent-film magazine on the art and business of making movies, published ~5x/year; craft/industry focus, some criticism. Publisher Deirdre McCarrick. web_fetch dead this session: robots/sitemap/render/paywall unverified.",https://www.moviemaker.com/contact/;https://www.moviemaker.com/mediakit/;https://www.moviemaker.com/moviemaker-advertising/;https://www.moviemaker.com/robots.txt;https://www.moviemaker.com
135,Fireflies Press,Fireflies Press,Australia,en,https://firefliespress.com,unknown,unknown,https://firefliespress.com/sitemap.xml,unknown,unknown,essays;interviews,irregular,unknown,unknown,https://firefliespress.com/robots.txt,allows,2,unknown,unknown,3,permission-needed,"Independent publisher of books/the Fireflies magazine on contemporary cinema, run by Annabel Brady-Brown (Melbourne) and Giovanni Marchini Camia (Berlin) since 2014. Print-led; minimal free online article body. web_fetch dead this session: robots/sitemap/render/paywall unverified.",https://firefliespress.com/About;https://lareviewofbooks.org/article/free-association-fireflies-press-and-contemporary-film-criticism/;https://www.artshub.com.au/news/features/fireflies-press-is-a-labour-of-love-and-cinephilia-262062-2370242/;https://firefliespress.com/robots.txt
136,The Cine-Files,Savannah College of Art and Design (Cinema Studies),United States,en,http://www.thecine-files.com,unknown,unknown,unknown,/{slug}/,unknown,academic;essays;video-essays,irregular,unknown,unknown,http://www.thecine-files.com/robots.txt,allows,10,unknown,unknown,3,permission-needed,Online scholarly journal of cinema studies produced within the cinema studies program at Savannah College of Art and Design; founder/editor Tracy Cox-Stanton; strong videographic-scholarship focus. Academic. web_fetch dead this session: robots/sitemap/render/paywall unverified.,https://www.thecine-files.com/about/;https://www.thecine-files.com/issue15-scholarly-video-essay-introduction/;https://guides.lib.uci.edu/film/journals;http://www.thecine-files.com/robots.txt
137,Found Footage Magazine,"Found Footage Magazine (César Ustarroz, ed.)",Spain,en;es,https://foundfootagemagazine.com,https://foundfootagemagazine.com/issues/,unknown,https://foundfootagemagazine.com/wp-sitemap.xml,/issues/{slug}/,static,essays;interviews;reviews;video-essays;academic,irregular,unknown,unknown,https://foundfootagemagazine.com/robots.txt,allows,none,unknown,unknown,2,permission-needed,"First peer-reviewed journal devoted to found-footage / appropriation / collage cinema; bilingual EN/ES, double-blind peer review, video-essays. Issue #10 was last print edition; back issues sold online. Fetch blocked (web_fetch timeout) so robots/sitemap/render/rss unverified.",https://foundfootagemagazine.com/found-footage-magazine-film-journal/;https://foundfootagemagazine.com/contact/;https://expcinema.org/site/en/directory/found-footage-magazine;https://foundfootagemagazine.com/robots.txt;https://foundfootagemagazine.com
138,INCITE: Journal of Experimental Media,INCITE / Brett Kashmere (Founding Editor),United States,en,https://www.incite-online.net,https://incite-online.net/welcome.html,unknown,unknown,/{slug}.html,unknown,essays;interviews;experimental;academic,irregular,unknown,unknown,https://www.incite-online.net/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Artist-run print+online journal on experimental film/video/new media culture and discourse; Oakland CA, ISSN 2163-9701. Thematic issues (Counter-Archive, Sports). Static legacy .html site. Fetch blocked so robots/sitemap/render unverified.",https://www.incite-online.net/;https://incite-online.net/informationweb.html;https://www.intellectbooks.com/brett-kashmere;https://www.incite-online.net/robots.txt
139,Millennium Film Journal,"Millennium Film Workshop / MFJ (Grahame Weinbren, Sr. Ed.)",United States,en,https://millenniumfilmjournal.com,https://millenniumfilmjournal.com/issues/,unknown,https://millenniumfilmjournal.com/sitemap_index.xml,/product/{slug}/,static,essays;reviews;interviews;experimental;academic,quarterly,unknown,unknown,https://millenniumfilmjournal.com/robots.txt,allows,none,unknown,unknown,1,permission-needed,Longest-running journal devoted to artists' moving image (since 1978); bi-annual print+ebook. Live site is millenniumfilmjournal.com (WordPress); the listed mfj-online.org is a legacy static archive. Fetch blocked so robots/sitemap/render/rss unverified.,https://millenniumfilmjournal.com/about-us/;https://millenniumfilmjournal.com/submissions/;https://millenniumfilmjournal.com/mfj-team/;https://millenniumfilmjournal.com/robots.txt;https://millenniumfilmjournal.com
140,Desistfilm,"Desistfilm (Mónica Delgado & José Sarmiento Hinojosa, dirs.)",Peru,es;en,https://desistfilm.com,https://desistfilm.com/category/desistfilm/,unknown,https://desistfilm.com/wp-sitemap.xml,/{slug}/,static,reviews;essays;interviews;festival-reports,irregular,unknown,unknown,https://desistfilm.com/robots.txt,allows,none,unknown,unknown,2,permission-needed,Lima-based bilingual ES/EN journal on experimental and independent cinema; serious festival coverage and interviews. WordPress (desistfilm.com). Fetch blocked so robots/sitemap/render/rss unverified.,https://desistfilm.com/;https://desistfilm.com/about/;https://desistfilmblog.wordpress.com/about/;https://desistfilm.com/robots.txt;https://desistfilm.com
141,Lumière,Asociación Lumière (Francisco Algarín Navarro),Spain,es,http://www.elumiere.net,http://www.elumiere.net/lumiere_redaccion.php,unknown,unknown,/{slug}.php,unknown,essays;interviews;reviews;experimental,irregular,unknown,unknown,http://www.elumiere.net/robots.txt,disallows,300,unknown,unknown,2,avoid,"Spanish web+print magazine (founded 2008) attentive to peripheral and experimental cinema; literary criticism focus, ed. Francisco Algarín Navarro. Legacy static .php site. Fetch blocked so robots/sitemap/render unverified.",http://www.elumiere.net/lumiere_redaccion.php;https://expcinema.org/site/en/publishers/lumi%C3%A8re;https://master-lav.com/FRANCISCO-ALGARIN;http://www.elumiere.net/robots.txt
142,Talking Shorts,The European Network for Film Discourse (The END),Germany,en,https://talkingshorts.com,https://talkingshorts.com/reviews/,unknown,https://talkingshorts.com/wp-sitemap.xml,/{slug}/,unknown,reviews;essays;interviews;festival-reports,weekly,unknown,unknown,https://talkingshorts.com/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Online magazine dedicated to short-film criticism (founded 2020); official outlet of The END network, EU Creative Europe MEDIA funded. Runs European Workshop for Film Criticism. Fetch blocked so robots/sitemap/render/rss unverified.",https://talkingshorts.com/about/;https://talkingshorts.com/call-for-pitches/;https://dokweb.net/database/organizations/about/3a60bc64-5d7c-4946-9fe4-5c13d6b26518/talking-shorts;https://talkingshorts.com/robots.txt
143,Modern Times Review,"Film AS / ENtertainment AS (Truls Lie, Ed.-in-Chief)",Norway,en,https://www.moderntimes.review,https://www.moderntimes.review/articles/,unknown,unknown,/{slug}/,static,reviews;essays;interviews;festival-reports,weekly,unknown,unknown,https://www.moderntimes.review/robots.txt,disallows,none,unknown,unknown,2,avoid,"European documentary magazine (print 2-4x/yr + weekly online, since 2017); critical non-fiction reviews/essays, Oslo/Siracusa. Archive 2000+ pieces. WordPress. Fetch blocked so robots/sitemap/render/rss unverified.",https://news.moderntimes.review/about;https://www.moderntimes.review/about-us/;https://muckrack.com/media-outlet/moderntimes;https://www.moderntimes.review/robots.txt;https://www.moderntimes.review
144,Kinoscope,Kinoscope LLC,United States,en,https://read.kinoscope.org,https://read.kinoscope.org/authors/,unknown,unknown,/{year}/{month}/{day}/{slug}/,unknown,reviews;essays;festival-reports,irregular,unknown,unknown,https://read.kinoscope.org/robots.txt,unknown,unknown,unknown,https://kinoscope.org/terms-conditions/,3,permission-needed,"Independent film-criticism blog (read.kinoscope.org) under Kinoscope LLC, which also runs a VOD platform (kinoscope.org); criticism arm appears dormant. HOLD: outlet vs streaming-platform scope ambiguous; fetch blocked so robots/sitemap/render unverified.",https://read.kinoscope.org/;https://read.kinoscope.org/authors/;https://kinoscope.org/terms-conditions/
145,FIPRESCI,Fédération Internationale de la Presse Cinématographique (FIPRESCI),Germany,en;fr,https://fipresci.org,https://fipresci.org/awards/,unknown,https://fipresci.org/wp-sitemap.xml,/{section}/{slug}/,static,reviews;essays;interviews;festival-reports,irregular,unknown,unknown,https://fipresci.org/robots.txt,allows,none,unknown,unknown,1,permission-needed,"International federation of national film-critics associations (founded 1930, HQ Munich); 50 national sections, awards juries at 80+ festivals. Authoritative institutional body; site hosts critics' festival reports/reviews. Fetch blocked so robots/sitemap/render/rss unverified.",https://fipresci.org/about-us/;https://fipresci.org/about-us/history/;https://en.wikipedia.org/wiki/International_Federation_of_Film_Critics;https://fipresci.org/robots.txt;https://fipresci.org
146,East European Film Bulletin,"East European Film Bulletin (Moritz Pfeifer & Konstanty Kuzma, eds.)",Germany,en,https://eefb.org,https://eefb.org/volumes/,unknown,https://eefb.org/wp-sitemap.xml,/volumes/{vol}/{slug}/,static,reviews;essays;interviews;festival-reports;academic,monthly,unknown,unknown,https://eefb.org/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Online journal on East European / Balkan / post-Soviet cinema (since 2011); co-eds Moritz Pfeifer & Konstanty Kuzma. WordPress, monthly volumes. Fetch blocked so robots/sitemap/render/rss unverified.",https://eefb.org/team/;https://eefb.org/contact-us/;https://en.wikipedia.org/wiki/East_European_Film_Bulletin;https://eefb.org/robots.txt;https://eefb.org
147,Vertigo (Close-Up Film Centre),Close-Up Film Centre,United Kingdom,en,https://www.closeupfilmcentre.com/vertigo_magazine/,https://www.closeupfilmcentre.com/vertigo_magazine/archives/2,unknown,unknown,/vertigo_magazine/{slug}/,unknown,essays;interviews;reviews,irregular,unknown,unknown,https://www.closeupfilmcentre.com/robots.txt,allows,none,unknown,unknown,3,permission-needed,"Vertigo (1993-2009, founded Marc Karlin) was a radical UK film-culture journal; print ceased 2009 and full archive is now hosted by Close-Up Film Centre, London. HOLD: ceased publication, archive-only host. Fetch blocked so robots/sitemap/render unverified.",https://www.closeupfilmcentre.com/footer/about/;https://www.closeupfilmcentre.com/vertigo_magazine/archives/2;https://en.wikipedia.org/wiki/Close_Up_(magazine);https://www.closeupfilmcentre.com/robots.txt
148,Cinema Comparat/ive Cinema,"Center for Aesthetic Research on Audiovisual Media (CINEMA), Universitat Pompeu Fabra",Spain,ca;es;en,https://www.ocec.eu/cinemacomparativecinema,http://www.ocec.eu/cinemacomparativecinema/index.php/en/,unknown,unknown,/index.php/{lang}/{slug},unknown,essays;interviews;academic,quarterly,unknown,unknown,https://www.ocec.eu/robots.txt,unknown,unknown,unknown,unknown,2,permission-needed,"Trilingual CA/ES/EN academic journal of comparative cinema (UPF Barcelona); published as Cinema Comparat/ive Cinema 2012-2017 (ISSN 2014-8933), renamed Comparative Cinema (ISSN 2604-9821). Since Dec 2019 new issues publish exclusively on RACO (raco.cat/index.php/Comparativecinema); OCEC site is archive-only. HOLD: live content migrated off this domain; fetch blocked.",http://www.ocec.eu/cinemacomparativecinema/index.php/en/general-information;https://www.raco.cat/index.php/Comparativecinema/about;https://portal.issn.org/resource/ISSN/2604-9821
149,LOLA Journal,"LOLA (Adrian Martin & Girish Shambu, eds.)",Australia,en,http://www.lolajournal.com,http://www.lolajournal.com,unknown,unknown,unknown,unknown,essays;academic,irregular,unknown,unknown,http://www.lolajournal.com/robots.txt,allows,none,unknown,unknown,3,permission-needed,Online film journal co-edited by Adrian Martin & Girish Shambu (2011-2016); thematic issues of long-form criticism/scholarship. HOLD: appears dormant (no issues since ~2016); fetch blocked so robots/sitemap/render unverified.,https://girishshambu.net/2011/08/lola.html;https://en.wikipedia.org/wiki/Adrian_Martin_(film_critic);https://en.wikipedia.org/wiki/Girish_Shambu;http://www.lolajournal.com/robots.txt
150,Rouge,"Rouge (Helen Bandis, Adrian Martin, Grant McDonald, eds.)",Australia,en,http://www.rouge.com.au,http://www.rouge.com.au,unknown,unknown,/{issue}/{slug}.html,unknown,essays;interviews,irregular,unknown,unknown,http://www.rouge.com.au/robots.txt,allows,none,unknown,unknown,3,avoid,"Highly regarded online film journal (2003-2009) of international cinephile essays, many in translation; eds. Bandis/Martin/McDonald. HOLD: defunct since 2009, static archive only, no live publication or business contact. Fetch blocked.",https://en.wikipedia.org/wiki/Rouge_(film_journal);http://www.rouge.com.au/espace.html;https://en.wikipedia.org/wiki/Adrian_Martin_(film_critic);http://www.rouge.com.au/robots.txt
