Part,RomanHead,TrueMajor,TrueSub,Theory Title,Theorist,Major Category
Culture,IV,IV. Post-Structuralism,B. Postmodern Condition,Intertextuality (Cultural),"Julia Kristeva, Roland Barthes",IV. Post-Structuralism & B. Postmodern Condition
Culture,IV,IV. Post-Structuralism,B. Postmodern Condition,Incredulity toward Metanarratives (Cultural),Jean-François Lyotard,IV. Post-Structuralism & B. Postmodern Condition
Culture,IV,IV. Post-Structuralism,C. Power & Discourse,Governmentality (Cultural),Michel Foucault,IV. Post-Structuralism & C. Power & Discourse
Culture,IV,IV. Post-Structuralism,C. Power & Discourse,Biopower (Cultural),Michel Foucault,IV. Post-Structuralism & C. Power & Discourse
Culture,IV,IV. Post-Structuralism,C. Power & Discourse,Discourse (Cultural),Michel Foucault,IV. Post-Structuralism & C. Power & Discourse
Culture,V,V. Cultural Sociology & Social Theory,A. Field Theory & Capital,Cultural Capital Theory (Cultural Studies),Pierre Bourdieu,V. Cultural Sociology & Social Theory
Culture,V,V. Cultural Sociology,A. Field Theory & Capital,Habitus (Cultural Studies),Pierre Bourdieu,V. Cultural Sociology & A. Field Theory & Capital
Culture,V,V. Cultural Sociology,A. Field Theory & Capital,Field Theory (Cultural Studies),Pierre Bourdieu,V. Cultural Sociology & A. Field Theory & Capital
Culture,V,V. Cultural Sociology,B. Everyday Life & Consumption,The Practice of Everyday Life (Cultural),Michel de Certeau,V. Cultural Sociology & B. Everyday Life & Consumption
Culture,V,V. Cultural Sociology,B. Everyday Life & Consumption,Conspicuous Consumption (Cultural),Thorstein Veblen,V. Cultural Sociology & B. Everyday Life & Consumption
Culture,V,V. Cultural Sociology,B. Everyday Life & Consumption,Consumer Society (Cultural),"Jean Baudrillard, Zygmunt Bauman",V. Cultural Sociology & B. Everyday Life & Consumption
Culture,V,V. Cultural Sociology,C. Collective Memory,Collective Memory (Cultural),Maurice Halbwachs,V. Cultural Sociology & C. Collective Memory
Culture,V,V. Cultural Sociology,C. Collective Memory,Sites of Memory (Cultural),Pierre Nora,V. Cultural Sociology & C. Collective Memory
Culture,VI,VI. Identity & Difference in Culture,A. Intersectionality,Intersectionality (Cultural Studies),Kimberlé Crenshaw,VI. Identity & Difference in Culture
Culture,VI,VI. Identity & Difference in Culture,A. Intersectionality,Cultural Appropriation (Theory),N/A (Common critical concept),VI. Identity & Difference in Culture
Culture,VI,VI. Identity,B. Gender & Sexuality,Doing Gender (Cultural),Candace West & Don H. Zimmerman,VI. Identity & B. Gender & Sexuality
Culture,VI,VI. Identity,B. Gender & Sexuality,Queer Theory (Cultural Studies),"Judith Butler, Eve Kosofsky Sedgwick",VI. Identity & B. Gender & Sexuality
Culture,VI,VI. Identity,C. Race & Ethnicity,Whiteness Studies (Cultural),Richard Dyer,VI. Identity & C. Race & Ethnicity
Culture,VI,VI. Identity,C. Race & Ethnicity,Racial Formation Theory (Cultural),Michael Omi & Howard Winant,VI. Identity & C. Race & Ethnicity
Culture,VI,VI. Identity,D. Postcolonial & Transnational,Hybridity (Cultural),Homi K. Bhabha,VI. Identity & D. Postcolonial & Transnational
Culture,VI,VI. Identity,D. Postcolonial & Transnational,Acculturation (Cultural),John W. Berry,VI. Identity & D. Postcolonial & Transnational
Culture,VII,VII. Media & Communication in Culture,A. Media Effects,Cultivation Theory (Cultural),George Gerbner & Larry Gross,VII. Media & Communication in Culture
Culture,VII,VII. Media,A. Media Effects,Agenda-Setting Theory (Cultural),Maxwell McCombs & Donald Shaw,VII. Media & A. Media Effects
Culture,VII,VII. Media,B. Audience & Reception,Uses and Gratifications Theory (Cultural),Elihu Katz,VII. Media & B. Audience & Reception
Culture,VII,VII. Media,B. Audience & Reception,Active Audience Theory (Cultural Studies),Stuart Hall,VII. Media & B. Audience & Reception
Culture,VII,VII. Media,C. Digital Culture,Convergence Culture (Cultural Studies),Henry Jenkins,VII. Media & C. Digital Culture
Culture,VII,VII. Media,C. Digital Culture,Transmedia Storytelling (Cultural),Henry Jenkins,VII. Media & C. Digital Culture
Culture,VII,VII. Media,C. Digital Culture,Platform Society (Cultural),"José van Dijck, Thomas Poell",VII. Media & C. Digital Culture
Culture,VII,VII. Media,C. Digital Culture,Algorithmic Culture,Ted Striphas,VII. Media & C. Digital Culture
Culture,VII,VII. Media,C. Digital Culture,Surveillance Capitalism (Cultural),Shoshana Zuboff,VII. Media & C. Digital Culture
Culture,VIII,VIII. Global & Transnational Cultural Theories,A. Globalization of Culture,Glocalization (Cultural Studies),Roland Robertson,VIII. Global & Transnational Cultural Theories
Culture,VIII,VIII. Global,A. Globalization of Culture,Cultural Hybridization,Néstor García Canclini,VIII. Global & A. Globalization of Culture
Culture,VIII,VIII. Global,B. World Culture,World Culture Theory,John W. Meyer,VIII. Global & B. World Culture
Culture,VIII,VIII. Global,C. Empire & Culture,Cultural Imperialism,Herbert Schiller,VIII. Global & C. Empire & Culture
Culture,IX,IX. Affect Theory & Sensory Studies in Culture,A. Affect & Emotion,Affect Theory (Cultural Studies),"Brian Massumi, Sara Ahmed",IX. Affect Theory & Sensory Studies in Culture
Culture,IX,IX. Affect Theory,A. Affect & Emotion,Emotional Culture (Cultural),Arlie Russell Hochschild,IX. Affect Theory & A. Affect & Emotion
Culture,IX,IX. Affect Theory,B. Sensory Experience,Sensory Studies (Cultural),"Alain Corbin, Constance Classen",IX. Affect Theory & B. Sensory Experience
Culture,X,X. Critical Animal Studies & Environmental Humanities,A. Human-Animal Relations (Cultural),Critical Animal Studies (Cultural),Cary Wolfe,X. Critical Animal Studies & Environmental Humanities
Culture,X,X. Critical Animal Studies,B. Ecocriticism (Cultural),Ecocriticism (Cultural Studies),Cheryll Glotfelty,X. Critical Animal Studies & B. Ecocriticism (Cultural)
Culture,X,X. Critical Animal Studies,B. Ecocriticism (Cultural),Anthropocene (Cultural Studies),Donna Haraway,X. Critical Animal Studies & B. Ecocriticism (Cultural)
Culture,XI,XI. Digital Culture & Communication,A. Digital Ethnography,Digital Ethnography,Christine Hine,XI. Digital Culture & Communication
Culture,XI,XI. Digital Culture,B. Online Communities,Networked Individualism (Cultural),Barry Wellman,XI. Digital Culture & B. Online Communities
Culture,XI,XI. Digital Culture,B. Online Communities,Imagined Communities (Digital),Nancy Baym,XI. Digital Culture & B. Online Communities
Culture,XII,XII. Cultural Economy & Production,A. Creative Industries,Creative Industries Theory,"John Howkins, David Hesmondhalgh",XII. Cultural Economy & Production
Culture,XII,XII. Cultural Economy,A. Creative Industries,Precariat (Cultural Studies),Guy Standing,XII. Cultural Economy & A. Creative Industries
Culture,XII,XII. Cultural Economy,B. Value in Culture,Cultural Value Theory,Arjo Klamer,XII. Cultural Economy & B. Value in Culture
Culture,XIII,XIII. Philosophy of Culture,A. Symbolic Forms,Symbolic Forms Theory,Ernst Cassirer,XIII. Philosophy of Culture
Culture,XIII,XIII. Philosophy of Culture,B. Critical Philosophy of Culture,Critique of Modernity (Cultural),"Max Weber, Jürgen Habermas",XIII. Philosophy of Culture & B. Critical Philosophy of Culture
Culture,XIV,XIV. Media Archaeology (Cultural),A. History of Media,Media Archaeology (Cultural),"Siegfried Zielinski, Erkki Huhtamo",XIV. Media Archaeology (Cultural)
Culture,XV,XV. Memory Studies (Cultural),A. Traumatic Memory,Cultural Memory of Trauma (Cultural Studies),Michael Rothberg,XV. Memory Studies (Cultural)
Culture,XV,XV. Memory Studies,B. Public Memory,Public Memory (Cultural),Kirk Savage,XV. Memory Studies & B. Public Memory
Culture,XVI,XVI. Heritage Studies (Cultural),A. Heritage & Identity,Heritage Studies (Cultural),David Lowenthal,XVI. Heritage Studies (Cultural)
Culture,XVII,XVII. Material Culture Studies,A. Objects & Meaning,Material Culture Theory,"Daniel Miller, Arjun Appadurai",XVII. Material Culture Studies
Culture,XVII,XVII. Material Culture Studies,A. Objects & Meaning,Social Lives of Things,Arjun Appadurai,XVII. Material Culture Studies & A. Objects & Meaning
Culture,XVIII,XVIII. Sociology of Art,A. Art as Social System,Art as Social System Theory,Howard S. Becker,XVIII. Sociology of Art
Culture,XIX,XIX. Food Studies (Cultural),A. Food & Identity,Food and Culture Theory,"Claude Lévi-Strauss (culinary triangle), Sidney Mintz",XIX. Food Studies (Cultural)
Culture,XX,XX. Fashion Studies (Cultural),A. Fashion & Identity,Fashion and Identity Theory,"Georg Simmel, Roland Barthes",XX. Fashion Studies (Cultural)
Culture,XXI,XXI. Sound Studies (Cultural),A. Soundscapes (Cultural),Soundscapes Theory (Cultural),R. Murray Schafer,XXI. Sound Studies (Cultural)
Culture,XXII,XXII. Visual Culture Studies,A. Visual Power,Visual Culture Theory,"W.J.T. Mitchell, Nicholas Mirzoeff",XXII. Visual Culture Studies
Culture,XXIII,XXIII. Science and Technology Studies (Cultural),A. Social Construction of Technology (Cultural),Social Construction of Technology (SCOT in Cultural Studies),"Wiebe Bijker, Trevor Pinch",XXIII. Science and Technology Studies (Cultural)
Culture,XXIV,XXIV. Urban Cultural Studies,A. City as Text,City as Text Theory,"Kevin Lynch (image of the city), N/A (cultural application)",XXIV. Urban Cultural Studies
Culture,XXV,XXV. Popular Culture Studies,A. Fandom & Subcultures,Fandom Studies (Cultural),Henry Jenkins,XXV. Popular Culture Studies
Culture,XXVI,XXVI. Everyday Life Studies,A. Mundane Culture,Everyday Life Theory (Cultural),"Michel de Certeau, Henri Lefebvre",XXVI. Everyday Life Studies
Culture,XXVII,XXVII. Anthropology of Culture,A. Cultural Relativism,Cultural Relativism (Cultural),"Franz Boas, Ruth Benedict",XXVII. Anthropology of Culture
Culture,XXVIII,XXVIII. Digital Media Theories (Cultural),A. Digital Materiality,Digital Materiality (Cultural),Erin Manning,XXVIII. Digital Media Theories (Cultural)
Culture,XXIX,XXIX. Critical Heritage Studies,A. Dark Heritage,Dark Heritage (Cultural),Tony Walter,XXIX. Critical Heritage Studies
Culture,XXX,XXX. Performance Studies (Cultural),A. Performativity (Cultural),Performativity (Cultural),"Judith Butler, J.L. Austin (linguistic, applied)",XXX. Performance Studies (Cultural)
Culture,XXXI,XXXI. Cultural Geography,A. Cultural Landscape,Cultural Landscape Theory,Carl Sauer,XXXI. Cultural Geography
Culture,XXXII,XXXII. Cultural Evolution,A. Memetics,Memetics,"Richard Dawkins (coined ""meme""), Susan Blackmore",XXXII. Cultural Evolution
Culture,XXXIII,XXXIII. Transnational Cultural Studies,A. Diasporic Culture,Diasporic Culture Theory,Stuart Hall,XXXIII. Transnational Cultural Studies
Culture,XXXIV,XXXIV. Cultural Memory Studies (Advanced),A. Communicative Memory,Communicative Memory (Cultural),Jan Assmann,XXXIV. Cultural Memory Studies (Advanced)
Culture,XXXV,XXXV. Philosophy of Culture,A. Culture as Praxis,Culture as Praxis Theory,Raymond Williams,XXXV. Philosophy of Culture
Culture,XXXVI,XXXVI. Aesthetics (Cultural Context),A. Cultural Aesthetics,Cultural Aesthetics Theory,Pierre Bourdieu,XXXVI. Aesthetics (Cultural Context)
Culture,XXXVII,XXXVII. Sociology of Science & Culture,A. Science as Culture,Science as Culture Theory,Bruno Latour,XXXVII. Sociology of Science & Culture
Culture,XXXVIII,XXXVIII. Posthumanism (Cultural),A. Posthuman Culture,Posthuman Culture Theory,Rosi Braidotti,XXXVIII. Posthumanism (Cultural)
Culture,XXXIX,XXXIX. Digital Culture (Specific Phenomena),A. Digital Folklore,Digital Folklore Theory,Limor Shifman,XXXIX. Digital Culture (Specific Phenomena)
Culture,XL,XL. Cultural Policy Studies,A. Cultural Policy,Cultural Policy Theory,Toby Miller,XL. Cultural Policy Studies
Culture,XLI,XLI. Embodiment in Culture,A. Embodied Culture,Embodied Culture Theory,Pierre Bourdieu,XLI. Embodiment in Culture
Culture,XLII,XLII. Critical Discourse Analysis (Cultural),A. Power and Discourse (Cultural),Critical Discourse Analysis (CDA in Cultural Studies),Norman Fairclough,XLII. Critical Discourse Analysis (Cultural)
Culture,XLIII,XLIII. Cultural Psychology,A. Culture and Self,Cultural Self Theory,"Hazel Rose Markus, Shinobu Kitayama",XLIII. Cultural Psychology
Culture,XLIV,XLIV. Cultural Evolution (Advanced),A. Cultural Transmission Theory,Cultural Transmission Theory,"Robert Boyd, Peter J. Richerson",XLIV. Cultural Evolution (Advanced)
Culture,XLV,XLV. Cultural Geography (Advanced),A. Sense of Place,Sense of Place Theory (Cultural),Yi-Fu Tuan,XLV. Cultural Geography (Advanced)
Culture,XLVI,XLVI. Cultural Politics,A. Cultural Politics Theory,Cultural Politics Theory,N/A (Broad concept),XLVI. Cultural Politics
Culture,XLVII,XLVII. Global Cultural Flows (Deep Dive),A. Deterritorialization,Deterritorialization (Cultural),Arjun Appadurai,XLVII. Global Cultural Flows (Deep Dive)
Culture,XLVIII,XLVIII. Cultural Trauma Studies,A. Cultural Trauma Theory,Cultural Trauma Theory,Jeffrey C. Alexander,XLVIII. Cultural Trauma Studies
Culture,XLIX,XLIX. Cultural Anthropology (Meaning),A. Culture as Meaning Systems,Culture as Meaning Systems Theory,Clifford Geertz,XLIX. Cultural Anthropology (Meaning)
Culture,L,L. Culture and Time,A. Cultural Temporalities,Cultural Temporalities Theory,N/A (Emerging field),L. Culture and Time
Culture,LI,LI. Experience Economy (Cultural),A. Experience Economy,Experience Economy (Cultural),"B. Joseph Pine II, James H. Gilmore",LI. Experience Economy (Cultural)
Culture,LII,LII. Cultural Citizenship,A. Cultural Rights,Cultural Citizenship Theory,Toby Miller,LII. Cultural Citizenship
Culture,LIII,LIII. Affective Publics,A. Affective Publics,Affective Publics Theory,Megan Boler,LIII. Affective Publics
Culture,LIV,LIV. Cultural Neuroscience,A. Brain & Culture Interaction,Cultural Neuroscience,Joan Y. Chiao,LIV. Cultural Neuroscience
Culture,LV,LV. Cultural Evolution (Computational),A. Cultural Dynamics,Cultural Dynamics (Computational),Alex Mesoudi,LV. Cultural Evolution (Computational)
Culture,LVI,LVI. Cultural Value Chains,A. Cultural Value Chains,Cultural Value Chains Theory,David Hesmondhalgh,LVI. Cultural Value Chains
Culture,LVII,LVII. Cultural Policy (Global),A. Cultural Diplomacy,Cultural Diplomacy Theory,Milton C. Cummings Jr.,LVII. Cultural Policy (Global)
Culture,LVIII,LVIII. Indigenous Cultural Studies,A. Decolonizing Culture,Decolonizing Cultural Studies,Linda Tuhiwai Smith,LVIII. Indigenous Cultural Studies
Culture,LIX,LIX. Cultural Studies of Science,A. Science in Culture,Science in Culture Theory,"Donna Haraway, Bruno Latour",LIX. Cultural Studies of Science
Culture,LX,LX. Popular Culture & Politics,A. Cultural Politics of Pop Culture,Cultural Politics of Popular Culture,John Fiske,LX. Popular Culture & Politics
Culture,LXI,LXI. Cultural Heritage Management,A. Intangible Heritage,Intangible Cultural Heritage Theory,UNESCO,LXI. Cultural Heritage Management
Culture,LXII,LXII. Cultural Exchange Theories,A. Transculturation,Transculturation,Fernando Ortiz,LXII. Cultural Exchange Theories
Culture,LXIII,LXIII. Cultural Ecology (Human Adaptation),A. Cultural Adaptation,Cultural Adaptation Theory,Julian Steward,LXIII. Cultural Ecology (Human Adaptation)
Culture,LXIV,LXIV. Cultural Rights (Legal),A. Human Rights & Culture,Human Rights and Culture Theory,N/A (Legal/ethical debate),LXIV. Cultural Rights (Legal)
Culture,LXV,LXV. Cultural Production (Alternative Models),A. Prosumption,Prosumption (Cultural),"Alvin Toffler (coined term), George Ritzer (applied to culture)",LXV. Cultural Production (Alternative Models)
Culture,LXVI,LXVI. Cultural Studies of Disaster,A. Disaster Culture,Disaster Culture Theory,Mike Davis,LXVI. Cultural Studies of Disaster
Culture,LXVII,LXVII. Cultural Industries (Global),A. Global Cultural Industries,Global Cultural Industries Theory,David Hesmondhalgh,LXVII. Cultural Industries (Global)
Culture,LXVIII,LXVIII. Cultural Politics of Memory,A. Memory Wars (Cultural),Memory Wars (Cultural Studies),Jeffrey Olick,LXVIII. Cultural Politics of Memory
Culture,LXIX,LXIX. Cultural Resilience,A. Cultural Resilience Theory,Cultural Resilience Theory,N/A (Emerging concept),LXIX. Cultural Resilience
Culture,LXX,LXX. Cultural Value (Economic),A. Cultural Economics,Cultural Economics Theory,N/A (Economic sub-field),LXX. Cultural Value (Economic)
Culture,LXXI,LXXI. Cultural Psychology (Identity),A. Cultural Identity Theory,Cultural Identity Theory,Geert Hofstede,LXXI. Cultural Psychology (Identity)
Culture,LXXII,LXXII. Cultural Semiotics,A. Cultural Codes,Cultural Codes Theory,Umberto Eco,LXXII. Cultural Semiotics
Culture,LXXIII,LXXIII. Cultural Studies of Risk,A. Risk Culture,Risk Culture Theory,"Mary Douglas, Aaron Wildavsky",LXXIII. Cultural Studies of Risk
Culture,LXXIV,LXXIV. Digital Culture (Participation),A. Participatory Culture,Participatory Culture Theory,Henry Jenkins,LXXIV. Digital Culture (Participation)
Culture,LXXV,LXXV. Cultural Studies of Health,A. Culture of Health,Culture of Health Theory,N/A (Public health/sociology crossover),LXXV. Cultural Studies of Health
Culture,LXXVI,LXXVI. Cultural Diplomacy,A. Soft Power (Cultural),Soft Power (Cultural Studies),Joseph Nye,LXXVI. Cultural Diplomacy
Culture,LXXVII,LXXVII. Cultural Studies of Disaster (Representation),A. Disaster Narratives (Cultural),Disaster Narratives (Cultural),"Greg Bankoff, Jeffrey Olick",LXXVII. Cultural Studies of Disaster (Representation)
Culture,LXXVIII,LXXVIII. Cultural Sociology (Aesthetics),A. Sociology of Taste,Sociology of Taste Theory,Pierre Bourdieu,LXXVIII. Cultural Sociology (Aesthetics)
Culture,LXXIX,LXXIX. Global Popular Culture,A. Global Pop Culture,Global Popular Culture Theory,John Fiske,LXXIX. Global Popular Culture
Culture,LXXX,LXXX. Cultural Politics of Food,A. Food Sovereignty (Cultural),Food Sovereignty (Cultural),"La Vía Campesina (social movement, theorized)",LXXX. Cultural Politics of Food
Culture,LXXXI,LXXXI. Cultural Studies of Infrastructure,A. Infrastructure as Culture,Infrastructure as Culture Theory,Shannon Mattern,LXXXI. Cultural Studies of Infrastructure
Culture,LXXXII,LXXXII. Indigenous Cultural Revitalization,A. Cultural Revitalization (Indigenous),Cultural Revitalization (Indigenous),N/A (Indigenous studies concept),LXXXII. Indigenous Cultural Revitalization
Culture,LXXXIII,LXXXIII. Cultural Studies of Risk (Social Amplification),A. Social Amplification of Risk,Social Amplification of Risk Framework (SARF in Cultural Studies),"Roger E. Kasperson, Jeanne X. Kasperson",LXXXIII. Cultural Studies of Risk (Social Amplification)
Culture,LXXXIV,LXXXIV. Cultural Consumption (Identity),A. Identity Consumption,Identity Consumption Theory,Colin Campbell,LXXXIV. Cultural Consumption (Identity)
Culture,LXXXV,LXXXV. Cultural Studies of Technology,A. Technological Culture,Technological Culture Theory,Manuel Castells,LXXXV. Cultural Studies of Technology
Culture,LXXXVI,LXXXVI. Cultural Studies of Time,A. Cultural Rhythms,Cultural Rhythms Theory,"N/A (Sociological concept, applied culturally)",LXXXVI. Cultural Studies of Time
Culture,LXXXVII,LXXXVII. Cultural Studies of Space,A. Cultural Space,Cultural Space Theory,Henri Lefebvre,LXXXVII. Cultural Studies of Space
Culture,LXXXVIII,LXXXVIII. Cultural Resistance,A. Cultural Resistance Theory,Cultural Resistance Theory,James C. Scott,LXXXVIII. Cultural Resistance
Culture,LXXXIX,LXXXIX. Cultural Hybridity (Global Context),A. Cultural Creolization,Cultural Creolization Theory,Édouard Glissant,LXXXIX. Cultural Hybridity (Global Context)
Culture,XC,XC. Cultural Studies of Surveillance,A. Surveillance Culture,Surveillance Culture Theory,David Lyon,XC. Cultural Studies of Surveillance
Culture,XCI,XCI. Cultural Authenticity,A. Authenticity in Culture,Authenticity in Culture Theory,"Dean MacCannell, Erving Goffman",XCI. Cultural Authenticity
Culture,XCII,XCII. Cultural Flows (Beyond Western),A. Reverse Cultural Flows,Reverse Cultural Flows Theory,Koichi Iwabuchi,XCII. Cultural Flows (Beyond Western)
Culture,XCIII,XCIII. Cultural Studies of Algorithms,A. Algorithmic Culture (Advanced),Algorithmic Culture (Advanced Cultural Studies),Tarleton Gillespie,XCIII. Cultural Studies of Algorithms
Culture,XCIV,XCIV. Cultural Politics of Memory (Advanced),A. Contested Heritage,Contested Heritage Theory,Sharon Macdonald,XCIV. Cultural Politics of Memory (Advanced)
Culture,XCV,XCV. Cultural Sociology (Taste),A. Cultural Omnivore,Cultural Omnivore Theory,Richard A. Peterson,XCV. Cultural Sociology (Taste)
Culture,XCVI,XCVI. Cultural Studies of Waste,A. Waste & Culture,Waste and Culture Theory,Gay Hawkins,XCVI. Cultural Studies of Waste
Culture,XCVII,XCVII. Cultural Studies of Food (Globalization),A. Global Foodways,Global Foodways Theory,Sidney Mintz,XCVII. Cultural Studies of Food (Globalization)
Culture,XCVIII,XCVIII. Cultural Studies of Animals,A. Multispecies Ethnography (Cultural),Multispecies Ethnography (Cultural),Anna Tsing,XCVIII. Cultural Studies of Animals
Culture,XCIX,XCIX. Cultural Studies of Emotions,A. Emotionology,Emotionology (Cultural),Peter N. Stearns,XCIX. Cultural Studies of Emotions
Culture,C,C. Cultural Studies of Science (Lay Knowledge),A. Lay Expertise (Cultural),Lay Expertise (Cultural Studies of Science),Brian Wynne,C. Cultural Studies of Science (Lay Knowledge)
Economics,I,I. Behavioral Economics (Foundational),A. Cognitive Biases & Heuristics,Prospect Theory,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational)
Economics,I,I. Behavioral Economics (Foundational),A. Cognitive Biases & Heuristics,Bounded Rationality,Herbert A. Simon,I. Behavioral Economics (Foundational)
Economics,I,I. Behavioral Economics (Foundational),A. Cognitive Biases & Heuristics,Framing Effect,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational)
Economics,I,I. Behavioral Economics (Foundational),A. Cognitive Biases & Heuristics,Loss Aversion,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational)
Economics,I,I. Behavioral Economics (Foundational),A. Cognitive Biases & Heuristics,Endowment Effect,"Richard Thaler, Daniel Kahneman, Jack Knetsch",I. Behavioral Economics (Foundational)
Economics,I,I. Behavioral Economics (Foundational),A. Cognitive Biases & Heuristics,Anchoring Bias,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational)
Economics,I,I. Behavioral Economics (Foundational),A. Cognitive Biases & Heuristics,Availability Heuristic,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational)
Economics,I,I. Behavioral Economics (Foundational),A. Cognitive Biases & Heuristics,Representativeness Heuristic,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational)
Economics,I,I. Behavioral Economics (Foundational),A. Cognitive Biases & Heuristics,Sunk Cost Fallacy,Richard Thaler,I. Behavioral Economics (Foundational)
Economics,I,I. Behavioral Economics (Foundational),B. Intertemporal Choice & Self-Control,Present Bias,"David Laibson, George Ainslie",I. Behavioral Economics (Foundational)
Economics,I,I. Behavioral Economics (Foundational) B. Intertemporal Choice & Self-Control,Hyperbolic Discounting,Hyperbolic Discounting,"David Laibson, George Ainslie",I. Behavioral Economics (Foundational) B. Intertemporal Choice & Self-Control
Economics,I,I. Behavioral Economics (Foundational) B. Intertemporal Choice & Self-Control,Time Inconsistency,Time Inconsistency,R.H. Strotz,I. Behavioral Economics (Foundational) B. Intertemporal Choice & Self-Control
Economics,I,I. Behavioral Economics (Foundational) B. Intertemporal Choice & Self-Control,Self-Control Problems,Self-Control Problems,"Richard Thaler, Hersh Shefrin",I. Behavioral Economics (Foundational) B. Intertemporal Choice & Self-Control
Economics,I,I. Behavioral Economics (Foundational) B. Intertemporal Choice & Self-Control,Dual-Self Model,Dual-Self Model,"Richard Thaler, Hersh Shefrin",I. Behavioral Economics (Foundational) B. Intertemporal Choice & Self-Control
Economics,I,I. Behavioral Economics (Foundational) C. Social Preferences,Fairness Theory (Economics),Fairness Theory (Economics),"Matthew Rabin, Ernst Fehr, Klaus Schmidt",I. Behavioral Economics (Foundational) C. Social Preferences
Economics,I,I. Behavioral Economics (Foundational) C. Social Preferences,Reciprocity (Economics),Reciprocity (Economics),"Ernst Fehr, Armin Falk",I. Behavioral Economics (Foundational) C. Social Preferences
Economics,I,I. Behavioral Economics (Foundational) C. Social Preferences,Altruism (Economics),Altruism (Economics),"James Andreoni, Gary Becker",I. Behavioral Economics (Foundational) C. Social Preferences
Economics,I,I. Behavioral Economics (Foundational) C. Social Preferences,Inequality Aversion,Inequality Aversion,"Ernst Fehr, Klaus Schmidt",I. Behavioral Economics (Foundational) C. Social Preferences
Economics,I,I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture,Nudge Theory,Nudge Theory,"Richard Thaler, Cass Sunstein",I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture
Economics,I,I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture,Choice Architecture,Choice Architecture,"Richard Thaler, Cass Sunstein",I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture
Economics,I,I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture,Default Effect,Default Effect,"Eric J. Johnson, Daniel Goldstein",I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture
Economics,I,I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture,Libertarian Paternalism,Libertarian Paternalism,"Cass Sunstein, Richard Thaler",I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture
Economics,I,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,Mental Accounting Theory,Mental Accounting Theory,Richard Thaler,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena
Economics,I,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,Status Quo Bias,Status Quo Bias,"William Samuelson, Richard Zeckhauser",I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena
Economics,I,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,Overconfidence Bias,Overconfidence Bias,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena
Economics,I,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,Planning Fallacy,Planning Fallacy,"Daniel Kahneman, Amos Tversky",I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena
Economics,I,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,Emotional Decision Making (Economics),Emotional Decision Making (Economics),George Loewenstein,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena
Economics,II,II. Neuroeconomics,A. Brain Mechanisms of Decision Making,Neuroeconomics (General),"Colin Camerer, George Loewenstein, Ernst Fehr",II. Neuroeconomics
Economics,II,II. Neuroeconomics,A. Brain Mechanisms of Decision Making,Reward Prediction Error (Neuroeconomics),Wolfram Schultz,II. Neuroeconomics
Economics,II,II. Neuroeconomics,A. Brain Mechanisms of Decision Making,Dual System Theory (Neuroeconomics),Daniel Kahneman,II. Neuroeconomics
Economics,II,II. Neuroeconomics,B. Social & Emotional Factors,Neurobiology of Fairness,Sanfey et al.,II. Neuroeconomics
Economics,II,II. Neuroeconomics,B. Social & Emotional Factors,Neurobiology of Trust,"Paul Zak, Ernst Fehr",II. Neuroeconomics
Economics,II,II. Neuroeconomics,C. Hormones & Behavior,Hormonal Influences on Economic Behavior,"Joe Herbert, Paul Zak",II. Neuroeconomics
Economics,III,III. Information Economics & Asymmetric Information,A. Signaling & Screening (Behavioral),Signaling Theory (Behavioral Economics),Michael Spence,III. Information Economics & Asymmetric Information
Economics,III,III. Information Economics,A. Signaling & Screening (Behavioral),Screening Theory (Behavioral Economics),Joseph Stiglitz,III. Information Economics & A. Signaling & Screening (Behavioral)
Economics,III,III. Information Economics,A. Signaling & Screening (Behavioral),Information Asymmetry (Behavioral Impact),George Akerlof,III. Information Economics & A. Signaling & Screening (Behavioral)
Economics,III,III. Information Economics,B. Market Failures,Adverse Selection (Behavioral Economics),George Akerlof,III. Information Economics & B. Market Failures
