theorist,concept,part,major,sub,source_title
Karen Redrobe,Cinema and Speed/Stasis,Critics,Intertextual & Comparative,B. Comparative & Adaptation,OurList-New
Karen Redrobe,(In)animation,Critics,Intertextual & Comparative,B. Comparative & Adaptation,OurList
Karen Redrobe,Film and Other Media,Critics,Intertextual & Comparative,B. Comparative & Adaptation,OurList
Karl Schoonover,Queer Cinema in the World,Critics,Identity-Based & Political,B. Queer Theory,OurList-New
Karl Schoonover,Wastefulness/Slowness,Critics,Identity-Based & Political,B. Queer Theory,OurList
Karl Schoonover,Global Art Cinema,Critics,Identity-Based & Political,B. Queer Theory,OurList
Kate Crawford,Atlas of AI,Critics,Digital & Media-Specific,C. Platform & Media Studies,OurList-New
Kate Crawford,Extractivism,Critics,Digital & Media-Specific,C. Platform & Media Studies,OurList
Kate Crawford,Affect Recognition Critique,Critics,Digital & Media-Specific,C. Platform & Media Studies,OurList
Kathleen Stewart,Ordinary Affects,Critics,Affect & Sensory,A. Affect Theory,OurList-New
Kathleen Stewart,Atmospheric Attunement,Critics,Affect & Sensory,A. Affect Theory,OurList
Kathleen Stewart,Affective Resonance,Critics,Affect & Sensory,A. Affect Theory,OurList
Kim Soyoung,Trans-Cinema,Critics,Historical & Cultural Materialist,Cultural Studies,OurList-New
Kuan-Hsing Chen,Asia as Method,Culture,Global & Transnational Culture,Indigenous & Decolonial Culture,OurList-New
Kyla Schuller,The Biopolitics of Feeling,Critics,Identity-Based & Political,Feminist & Gender Criticism,OurList-New
Kyla Schuller,Impressibility,Critics,Identity-Based & Political,Feminist & Gender Criticism,OurList
Kyla Schuller,Counterhistory of Feminism,Critics,Identity-Based & Political,Feminist & Gender Criticism,OurList
Leanne Betasamosake Simpson,Resurgence,Culture,Global & Transnational Culture,Indigenous & Decolonial Culture,OurList-New
Leanne Betasamosake Simpson,Grounded Normativity,Culture,Global & Transnational Culture,Indigenous & Decolonial Culture,OurList
Leanne Betasamosake Simpson,Land-Based Practice,Culture,Global & Transnational Culture,Indigenous & Decolonial Culture,OurList
Lisa Parks,Orbital Imaginaries,Culture,Media & Communication,Media Archaeology & Materiality,OurList-New
Lisa Parks,Satellite/Infrastructure Media,Culture,Media & Communication,Media Archaeology & Materiality,OurList
Lisa Parks,Footprints,Culture,Media & Communication,Media Archaeology & Materiality,OurList
María Lugones,Coloniality of Gender,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,OurList-New
María Lugones,Colonial/Modern Gender System,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,OurList
María Lugones,Decolonial Feminism,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,OurList
Marquis Bey,Black Trans Feminism,Critics,Identity-Based & Political,Queer Theory,OurList-New
Marquis Bey,Fugitivity,Critics,Identity-Based & Political,Queer Theory,OurList
Marquis Bey,Gender Radicality,Critics,Identity-Based & Political,Queer Theory,OurList
Mary L. Gray,Ghost Work,Society,Digital & Network Society,Social Technology & Data,OurList-New
Mary L. Gray,On-Demand Labor,Society,Digital & Network Society,Social Technology & Data,OurList
Mary L. Gray,Invisible Human Computation,Society,Digital & Network Society,Social Technology & Data,OurList
Meredith Whittaker,AI Now,Society,Digital & Network Society,Science & Technology Studies (STS),OurList-New
Meredith Whittaker,Surveillance Business Model,Society,Digital & Network Society,Science & Technology Studies (STS),OurList
Meredith Whittaker,Industrial Capture,Society,Digital & Network Society,Science & Technology Studies (STS),OurList
Neta Alexander,Buffering/Latency,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,OurList-New
Neta Alexander,Algorithmic Spectatorship,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,OurList
Neta Alexander,Interface Frictions,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,OurList
Paul B. Preciado,Testo Junkie,Culture,Identity & Difference,"Gender, Race & Sexuality",OurList-New
Paul B. Preciado,Pharmacopornographic Regime,Culture,Identity & Difference,"Gender, Race & Sexuality",OurList
Paul B. Preciado,Counter-sexuality,Culture,Identity & Difference,"Gender, Race & Sexuality",OurList
Pheng Cheah,Heterotemporality,Critics,Intertextual & Comparative,Comparative & Adaptation,OurList-New
Pheng Cheah,World Literature as World-Making,Critics,Intertextual & Comparative,Comparative & Adaptation,OurList
Pheng Cheah,Postcolonial Time,Critics,Intertextual & Comparative,Comparative & Adaptation,OurList
Pooja Rangan,Immediations,Critics,Digital & Media-Specific,Platform & Media Studies,OurList-New
Pooja Rangan,Documentary Ethics,Critics,Digital & Media-Specific,Platform & Media Studies,OurList
Pooja Rangan,Mediating the Voiceless,Critics,Digital & Media-Specific,Platform & Media Studies,OurList
Rita Segato,Pedagogy of Cruelty,Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,OurList-New
Rita Segato,Gender Violence,Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,OurList
Rita Segato,Communitarian Patriarchy,Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,OurList
Roderick Ferguson,Queer of Color Critique,Critics,Identity-Based & Political,Queer Theory,OurList-New
Roderick Ferguson,Aberrations in Black,Critics,Identity-Based & Political,Queer Theory,OurList
Roderick Ferguson,Surplus Populations,Critics,Identity-Based & Political,Queer Theory,OurList
Sabelo J. Ndlovu-Gatsheni,Coloniality in Africa,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,OurList-New
Sabelo J. Ndlovu-Gatsheni,Epistemic Freedom,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,OurList
Sabelo J. Ndlovu-Gatsheni,Myth of Decolonization,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,OurList
Safiya Umoja Noble,Algorithms of Oppression,Critics,Digital & Media-Specific,Platform & Media Studies,OurList-New
Safiya Umoja Noble,Search Bias,Critics,Digital & Media-Specific,Platform & Media Studies,OurList
Safiya Umoja Noble,Technological Redlining,Critics,Digital & Media-Specific,Platform & Media Studies,OurList
Saidiya Hartman,Afterlife of Slavery,Critics,Historical & Cultural Materialist,Memory & Book History,OurList-New
Saidiya Hartman,Critical Fabulation,Critics,Historical & Cultural Materialist,Memory & Book History,OurList
Saidiya Hartman,Venus in Two Acts,Critics,Historical & Cultural Materialist,Memory & Book History,OurList
Sami Schalk,Bodyminds Reimagined,Critics,Identity-Based & Political,Disability Studies,OurList-New
Sami Schalk,Critical Disability Studies,Critics,Identity-Based & Political,Disability Studies,OurList
Sami Schalk,Black Disability/Speculative Fiction,Critics,Identity-Based & Political,Disability Studies,OurList
Sara Roy,De-development,Politics,Political Economy & Comparative Politics,Political Economy (Advanced),OurList-New
Sara Roy,Political Economy of Gaza,Politics,Political Economy & Comparative Politics,Political Economy (Advanced),OurList
Sara Roy,Occupation and Economy,Politics,Political Economy & Comparative Politics,Political Economy (Advanced),OurList
Shane Denson,Discorrelated Images,Critics,Digital & Media-Specific,Platform & Media Studies,OurList-New
Shane Denson,Post-Cinema,Critics,Digital & Media-Specific,Platform & Media Studies,OurList
Shane Denson,Computational Images,Critics,Digital & Media-Specific,Platform & Media Studies,OurList
Simone Browne,Dark Matters,Critics,Identity-Based & Political,Postcolonial & Critical Race,OurList-New
Simone Browne,Racializing Surveillance,Critics,Identity-Based & Political,Postcolonial & Critical Race,OurList
Simone Browne,Biometric Blackness,Critics,Identity-Based & Political,Postcolonial & Critical Race,OurList
Souleymane Bachir Diagne,Philosophy as Translation,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,OurList-New
Souleymane Bachir Diagne,Islam and Open Society,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,OurList
Souleymane Bachir Diagne,Postcolonial Bergsonism,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,OurList
Susan Stryker,My Words to Victor Frankenstein,Critics,Identity-Based & Political,Queer Theory,OurList-New
Susan Stryker,Transgender Rage,Critics,Identity-Based & Political,Queer Theory,OurList
Susan Stryker,Transgender Studies,Critics,Identity-Based & Political,Queer Theory,OurList
Sylvia Tamale,Afro-Feminism,Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,OurList-New
Sylvia Tamale,African Sexualities,Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,OurList
Sylvia Tamale,Capitalist Patriarchy,Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,OurList
Sylvia Wynter,Genres of the Human,Critics,Identity-Based & Political,Postcolonial & Critical Race,OurList-New
Sylvia Wynter,Overrepresentation of Man,Critics,Identity-Based & Political,Postcolonial & Critical Race,OurList
Sylvia Wynter,Colonial Modernity,Critics,Identity-Based & Political,Postcolonial & Critical Race,OurList
Syed Hussein Alatas,The Captive Mind,Society,Contemporary Social Theories,Social Constructionism,OurList-New
Syed Hussein Alatas,Myth of the Lazy Native,Society,Contemporary Social Theories,Social Constructionism,OurList
Syed Hussein Alatas,Autonomous Social Science,Society,Contemporary Social Theories,Social Constructionism,OurList
Talia Mae Bettcher,Trans Philosophy,Critics,Identity-Based & Political,Queer Theory,OurList-New
Talia Mae Bettcher,First-Person Authority,Critics,Identity-Based & Political,Queer Theory,OurList
Talia Mae Bettcher,Reality Enforcement,Critics,Identity-Based & Political,Queer Theory,OurList
Thomas Elsaesser,Media Archaeology,Critics,Digital & Media-Specific,Platform & Media Studies,OurList-New
Thomas Elsaesser,Cinema as Time Machine,Critics,Digital & Media-Specific,Platform & Media Studies,OurList
Thomas Elsaesser,New Film History,Critics,Digital & Media-Specific,Platform & Media Studies,OurList
Tiago de Luca,Slow Cinema,Critics,Formalist & Text-Centric,Stylistics & Textual Criticism,OurList-New
Tiago de Luca,Sensory Realism,Critics,Formalist & Text-Centric,Stylistics & Textual Criticism,OurList
Tiago de Luca,Contemplative Duration,Critics,Formalist & Text-Centric,Stylistics & Textual Criticism,OurList
Timnit Gebru,Stochastic Parrots,ART,"Digital, New Media & AI Arts",AI & Computational Creativity,OurList-New
Timnit Gebru,Data Documentation,ART,"Digital, New Media & AI Arts",AI & Computational Creativity,OurList
Timnit Gebru,AI Harm Audit,ART,"Digital, New Media & AI Arts",AI & Computational Creativity,OurList
Trevor Paglen,Invisible Images,ART,"Digital, New Media & AI Arts",AI & Computational Creativity,OurList-New
Trevor Paglen,Machine Vision,ART,"Digital, New Media & AI Arts",AI & Computational Creativity,OurList
Trevor Paglen,Operational Aesthetics,ART,"Digital, New Media & AI Arts",AI & Computational Creativity,OurList
Ulises A. Mejias,Data Colonialism,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,OurList-New
Ulises A. Mejias,The Costs of Connection,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,OurList
Ulises A. Mejias,Data Grab,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,OurList
Virginia Eubanks,Automating Inequality,Society,Digital & Network Society,Social Technology & Data,OurList-New
Virginia Eubanks,Digital Poorhouse,Society,Digital & Network Society,Social Technology & Data,OurList
Virginia Eubanks,Predictive Risk Models,Society,Digital & Network Society,Social Technology & Data,OurList
Vivian Sobchack,The Address of the Eye,Critics,Affect & Sensory,Embodied & Sensory Reading,OurList-New
Vivian Sobchack,Cinesthetic Subject,Critics,Affect & Sensory,Embodied & Sensory Reading,OurList
Vivian Sobchack,Embodied Spectatorship,Critics,Affect & Sensory,Embodied & Sensory Reading,OurList
Wang Hui,Alternative Modernity,Politics,Radical & Critical Traditions,Marxism & Socialism,OurList-New
Ackbar Abbas,Politics of Disappearance,Critics,Historical & Cultural Materialist,B. Cultural Studies,OurList
Ackbar Abbas,Culture of Disappearance,Critics,Historical & Cultural Materialist,B. Cultural Studies,OurList
Ackbar Abbas,Hong Kong Cinema,Critics,Historical & Cultural Materialist,B. Cultural Studies,OurList
Adam Tooze,Financial Power Maps,Economics,"Welfare, Happiness & Heterodox Economics",Marxist & Heterodox Traditions,OurList
Adam Tooze,Global Capitalism,Economics,"Welfare, Happiness & Heterodox Economics",Marxist & Heterodox Traditions,OurList
Adam Tooze,Polycrisis,Economics,"Welfare, Happiness & Heterodox Economics",Marxist & Heterodox Traditions,OurList
Adrienne Massanari,Toxic Technocultures,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Adrienne Massanari,Participatory Culture,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Adrienne Massanari,Reddit/Platform Politics,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Aihwa Ong,Flexible Citizenship,Society,Advanced & Applied Social Theories,Globalization & Development,OurList
Alain Badiou,The Event,Politics,Radical & Critical Traditions,D. Post-Structuralism & Postmodern Politics,OurList
Albert O. Hirschman,"Exit, Voice, and Loyalty",Economics,Political Economy & Public Choice,Public Choice & Political Behavior,OurList
Albert O. Hirschman,Shifting Involvements,Economics,Political Economy & Public Choice,Public Choice & Political Behavior,OurList
Albert O. Hirschman,The Passions and the Interests,Economics,Political Economy & Public Choice,Public Choice & Political Behavior,OurList
Alice E. Marwick,Attention Economy,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Alice E. Marwick,Micro-celebrity,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Alice E. Marwick,Self-Branding,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Alice Miller,The Drama of the Gifted Child,Psychology,Psychoanalytic & Psychodynamic,B. Object Relations & Self,OurList
Anders Albrechtslund,Participatory Surveillance,Society,Digital & Network Society,Social Technology & Data,OurList
Andrea O'Reilly,Matricentric Feminism,Family,"모성·부성·양육 이론 (Motherhood, Fatherhood & Parenting)",B. 모성·부성 (Motherhood & Fatherhood),OurList
Andreas Malm,How to Blow Up a Pipeline,Politics,"Postcolonial, Feminist & Environmental Politics",C. Environmental Politics & Justice,OurList
Andrew Chadwick,Hybrid Media System,Culture,Media & Communication,A. Media Effects & Audiences,OurList
André Bazin,The Myth of Total Cinema,Critics,Phenomenological & Hermeneutic,B. Aesthetics & Phenomenology of Reading,OurList
André Leon Talley,The Chiffon Trenches,ART,Fashion & Dress Studies,B. Fashion as Performance & Spectacle,OurList
Angela Davis,Are Prisons Obsolete?,Politics,Radical & Critical Traditions,A. Marxism & Socialism,OurList
Angela McRobbie,Post-Feminism,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Angela McRobbie,The Aftermath of Feminism,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Angela McRobbie,Precarity,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Anne Allison,Precarious Japan,Society,Advanced & Applied Social Theories,Globalization & Development,OurList
Anne Helen Petersen,Unruly Women,Culture,Identity & Difference,"A. Gender, Race & Sexuality",OurList
Anne Helen Petersen,"Too Fat, Too Slutty, Too Loud",Culture,Identity & Difference,"A. Gender, Race & Sexuality",OurList
Annette Hill,Reality TV,Culture,Media & Communication,A. Media Effects & Audiences,OurList
Arthur Koestler,Bisociation,Psychology,Cognitive,C. Decision-Making & Heuristics,OurList
Arthur Koestler,Creativity,Psychology,Cognitive,C. Decision-Making & Heuristics,OurList
Ashis Nandy,The Intimate Enemy,Politics,"Postcolonial, Feminist & Environmental Politics",A. Postcolonial & Decolonial Politics,OurList
Barbara Browning,Samba: Resistance in Motion,ART,Dance & Embodiment Studies,"B. Dance, Politics & Society",OurList
Beatriz Sarlo,Scenes from Postmodern Life,Culture,Global & Transnational Culture,A. Hybridization & World Culture,OurList
Bella DePaulo,Singled Out,Society,Advanced & Applied Social Theories,Family,OurList
Benedict Anderson,Imagined Communities,Politics,"Power, Elites & Classical Democratic Theory",B. Early Democratic Theory,OurList
William L. Benoit,Image Restoration Theory,MANAGEMENT,"Change, Crisis & Organizational Development",B. Crisis Management & Communication,OurList
Beverley Skeggs,"Class, Self, Culture",Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),OurList
Beverley Skeggs,Formations of Class and Gender,Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),OurList
Anita Biressi & Heather Nunn,Reality TV and Class,Culture,British Cultural Studies (Birmingham School),C. Popular Culture & Politics,OurList
Bishnupriya Ghosh,Global Icons,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,OurList
Brené Brown,The Power of Vulnerability,Psychology,Positive Psychology,B. Strengths & Virtues,OurList
Brooke Erin Duffy,Aspirational Labor,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Brooke Erin Duffy,Influencer Economy,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Bryan Stevenson,Just Mercy,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,OurList
Bryan Stevenson,Proximity,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,OurList
Byung-Chul Han,The Burnout Society,Culture,Philosophy & Aesthetics of Culture,B. Cultural Aesthetics,OurList
Byung-Chul Han,The Smooth,Culture,Philosophy & Aesthetics of Culture,B. Cultural Aesthetics,OurList
Byung-Chul Han,Psychopolitics,Culture,Philosophy & Aesthetics of Culture,B. Cultural Aesthetics,OurList
C. Lee Harrington,Soap Opera and Grief,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
C. Wright Mills,The Power Elite,Society,Classical Sociological Traditions,—,OurList
C. Wright Mills,The Sociological Imagination,Society,Classical Sociological Traditions,—,OurList
C.L.R. James,Beyond a Boundary,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,OurList
Carol J. Clover,The Final Girl,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,OurList
Carol J. Clover,"Men, Women, and Chain Saws",Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,OurList
Cas Mudde,The Far Right Today,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,OurList
Cas Mudde,The Populist Zeitgeist,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,OurList
Chie Nakane,Japanese Society,Society,Advanced & Applied Social Theories,General Social Theories,OurList
Chris Anderson,The Long Tail,Economics,"Platform, Digital & Data Economy",Platform & Network Economics,OurList
Chris Rojek,Celebrity,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Chris Rojek,Parasocial Interaction,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Christian Fuchs,Digital Labour and Karl Marx,Society,Digital & Network Society,Social Technology & Data,OurList
Christie Davies,The Mirth of Nations,Society,Advanced & Applied Social Theories,Culture & Media,OurList
Christina Klein,Cold War Orientalism,Culture,Global & Transnational Culture,A. Hybridization & World Culture,OurList
Christophe Dejours,Suicide and Work,Society,Advanced & Applied Social Theories,Work & Organizations,OurList
Christophe Jaffrelot,Modi's India,Politics,Political Economy & Comparative Politics,C. Comparative Politics,OurList
Christopher Lasch,The Culture of Narcissism,Society,Classical Sociological Traditions,—,OurList
Cihan Tugal,Passive Revolution,Society,Advanced & Applied Social Theories,Religion,OurList
Cinzia Arruzza,Feminism for the 99%,Politics,"Postcolonial, Feminist & Environmental Politics",B. Feminism & Gender in Politics,OurList
Colin Dickey,The Unidentified,Culture,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,OurList
Corey Robin,The Reactionary Mind,Politics,Early Modern & Enlightenment Political Thought,D. Conservatism & Counter-Enlightenment,OurList
Crystal Abidin,Calibrated Amateurism,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Crystal Abidin,Influencer Cultures,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Crystal Abidin,Internet Celebrity,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Cynthia Enloe,"Bananas, Beaches and Bases",Politics,"Postcolonial, Feminist & Environmental Politics",B. Feminism & Gender in Politics,OurList
Cynthia Enloe,Maneuvers,Politics,"Postcolonial, Feminist & Environmental Politics",B. Feminism & Gender in Politics,OurList
Cynthia Enloe,Militarized Lives,Politics,"Postcolonial, Feminist & Environmental Politics",B. Feminism & Gender in Politics,OurList
Daisuke Miyao,The Aesthetics of Shadow,ART,Visual Culture & Media Studies,A. Visual Culture & Spectacle,OurList
Dal Yong Jin,Transnational Hallyu,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,OurList
Daniel Boorstin,Pseudo-event,Culture,Media & Communication,A. Media Effects & Audiences,OurList
Daniel Boorstin,The Image,Culture,Media & Communication,A. Media Effects & Audiences,OurList
Daniel J. Solove,Privacy,LAW,"Digital, Technology & AI Law","C. Privacy, Data Governance & Platform Regulation",OurList
Daniel J. Solove,The Future of Reputation,LAW,"Digital, Technology & AI Law","C. Privacy, Data Governance & Platform Regulation",OurList
Daniel Trottier,Digital Vigilantism,Society,Digital & Network Society,Social Technology & Data,OurList
Danielle Keats Citron,Hate Crimes in Cyberspace,LAW,"Digital, Technology & AI Law","C. Privacy, Data Governance & Platform Regulation",OurList
Danielle Keats Citron,Sexual Privacy,LAW,"Digital, Technology & AI Law","C. Privacy, Data Governance & Platform Regulation",OurList
Daphne A. Brooks,Liner Notes for the Revolution,ART,Music & Sound Studies,A. Sociology & Politics of Music,OurList
David Bordwell,Intensified Continuity,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,OurList
David Bordwell,Planet Hong Kong,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,OurList
David J. Leonard,Playing While White,ART,Sport & Physical Culture,"C. Gender, Race & Identity in Sport",OurList
P. David Marshall,Celebrity and Power,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
P. David Marshall,Celebrity Capital,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
P. David Marshall,Persona Studies,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
David Riesman,The Lonely Crowd,Society,Classical Sociological Traditions,—,OurList
David Riesman,Other-directedness,Society,Classical Sociological Traditions,—,OurList
David Runciman,How Democracy Ends,Politics,Democratic Theory & Contemporary Contestation,B. Democratic Theory (Advanced),OurList
David Runciman,Political Hypocrisy,Politics,Democratic Theory & Contemporary Contestation,B. Democratic Theory (Advanced),OurList
Dean Vuletic,Geopolitics,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,OurList
Dean Vuletic,Eurovision Song Contest,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,OurList
Deena Weinstein,Heavy Metal Sociology,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Diane Negra,Post-Feminist Culture,Culture,Identity & Difference,"A. Gender, Race & Sexuality",OurList
Diane Vaughan,Normalization of Deviance,Society,Contemporary Social Theories,Social Constructionism,OurList
Didier Fassin,Enforcing Order,Society,Contemporary Social Theories,Power and Control,OurList
Didier Fassin,Police Power,Society,Contemporary Social Theories,Power and Control,OurList
Donald Horton & R. Richard Wohl,Para-social Interaction,Culture,Media & Communication,A. Media Effects & Audiences,OurList
Donna Haraway,Cyborg Manifesto,Critics,Post-Humanist & Non-Human,A. Posthumanism & Cyborg Theory,OurList
Donna Haraway,Companion Species,Critics,Post-Humanist & Non-Human,A. Posthumanism & Cyborg Theory,OurList
Donna Haraway,Primate Visions,Critics,Post-Humanist & Non-Human,A. Posthumanism & Cyborg Theory,OurList
Edgar Morin,The Stars,Culture,Media & Communication,A. Media Effects & Audiences,OurList
Edgar Morin,Polycrisis,Culture,Media & Communication,A. Media Effects & Audiences,OurList
Edward Luttwak,Geo-economics,Politics,International Relations & Security,A. International Relations,OurList
Elena Gorfinkel,Lewd Looks,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,OurList
Elias Canetti,Crowds and Power,Society,Contemporary Social Theories,Power and Control,OurList
Elias Canetti,Crowd Madness,Society,Contemporary Social Theories,Power and Control,OurList
Elijah Anderson,Code of the Street,Society,Advanced & Applied Social Theories,Race & Ethnicity,OurList
Elisabeth Badinter,The Conflict,Family,"모성·부성·양육 이론 (Motherhood, Fatherhood & Parenting)",B. 모성·부성 (Motherhood & Fatherhood),OurList
Elisabeth Beck-Gernsheim,Reinventing the Family,Family,가족사회학·구조 (Family Sociology & Structure),B. 사회구성주의·포스트모던 (Social Construction & Postmodern),OurList
Elisabeth Noelle-Neumann,Spiral of Silence,Culture,Media & Communication,A. Media Effects & Audiences,OurList
Elizabeth Wilson,Adorned in Dreams,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",OurList
Ellis Cashmore,Celebrity Culture,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,OurList
Ellis Cashmore,Making Sense of Sports,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,OurList
Ellis Cashmore,Black Sportsmen,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,OurList
Emile Durkheim,Collective Effervescence,Society,Classical Sociological Traditions,,OurList
Emile Durkheim,Mechanical Solidarity,Society,Classical Sociological Traditions,,OurList
Emile Durkheim,Organic Solidarity,Society,Classical Sociological Traditions,,OurList
Emma Dalton,Women in Japanese Politics,Politics,"Postcolonial, Feminist & Environmental Politics",B. Feminism & Gender in Politics,OurList
Ethan Scheiner,Democracy Without Competition,Politics,Political Economy & Comparative Politics,C. Comparative Politics,OurList
Eva Illouz,Emotional Capitalism,Culture,"Affect, Emotion & Embodiment",B. Emotions & Emotionology,OurList
Eva Illouz,Cold Intimacies,Culture,"Affect, Emotion & Embodiment",B. Emotions & Emotionology,OurList
Eva Illouz,Why Love Hurts,Culture,"Affect, Emotion & Embodiment",B. Emotions & Emotionology,OurList
Evan Stark,Coercive Control,Family,"젠더·돌봄노동·페미니즘 가족이론 (Gender, Care Labor & Feminist)",A. 가부장제·젠더 역할 (Patriarchy & Gender Roles),OurList
danah boyd,Context Collapse,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
danah boyd,It's Complicated,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Cho Hae-joang (조한혜정),Colonized Consciousness,Culture,Global & Transnational Culture,E. Indigenous & Decolonial Culture,OurList
Cho Hae-joang (조한혜정),Reflexive Modernity in Korea,Culture,Global & Transnational Culture,E. Indigenous & Decolonial Culture,OurList
Cho Hae-joang (조한혜정),Gender and Culture,Culture,Global & Transnational Culture,E. Indigenous & Decolonial Culture,OurList
Christina Sharpe,In the Wake,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Christina Sharpe,Wake Work,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Christina Sharpe,The Weather (Anti-blackness),Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Dai Jinhua (戴錦華),Invisible Writing,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,OurList
Dai Jinhua (戴錦華),Gendered Cinema,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,OurList
Dai Jinhua (戴錦華),Post-Socialist China,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,OurList
Fabian Holt,Genre in Popular Music,ART,Music & Sound Studies,A. Sociology & Politics of Music,OurList
Fabian Holt,Musical Performance,ART,Music & Sound Studies,A. Sociology & Politics of Music,OurList
Fabian Holt,Cultural Taxonomy,ART,Music & Sound Studies,A. Sociology & Politics of Music,OurList
Frances Negrón-Muntaner,Latino/a Media Studies,Culture,Global & Transnational Culture,B. Diaspora & Deterritorialization,OurList
Frances Negrón-Muntaner,Boricua Popular Culture,Culture,Global & Transnational Culture,B. Diaspora & Deterritorialization,OurList
Frances Negrón-Muntaner,The Latino Media Gap,Culture,Global & Transnational Culture,B. Diaspora & Deterritorialization,OurList
